time,coverage_pct,avg_snr_dB,avg_thr_Mbps,avg_availability_pct,avg_FSPL_dB,avg_Pr_dBm,avg_Gt_dBi,avg_G_rx_dBi,avg_L_atm_dB,avg_L_rain_dB
2024-01-01T06:13:00.000Z,100.0,19.528820279692347,188.59961407326946,98.91465438687626,170.61740183483536,-65.46087976366783,29.72254914499258,35.0,0.12262261537297435,12.443404458452072
