,gen,nevals,new_hof,coverage_avg,coverage_std,coverage_min,coverage_max,altitude_avg,altitude_std,altitude_min,altitude_max,costs_avg,costs_std,costs_min,costs_max
0,0,50,33,0.6523143781784557,0.34144549941169766,0.009986130374479889,1.0,760.64,144.81170670909174,513.0,993.0,75.4,64.50519358935372,1.0,286.0
1,1,50,25,0.9623707813222375,0.057568049634043154,0.8042533518261673,1.0,799.7,124.09774373452565,513.0,993.0,134.7,68.36292855049439,42.0,308.0
2,2,50,12,0.955617198335645,0.06005839329490767,0.8042533518261673,1.0,757.76,138.95158293448836,513.0,993.0,112.1,54.20820971033816,42.0,276.0
3,3,50,17,0.9385779010633378,0.06357935052163895,0.8042533518261673,1.0,746.28,147.09154156510837,513.0,993.0,95.16,47.697111023624906,42.0,276.0
4,4,50,21,0.9372815533980584,0.06400807784174403,0.8073046694405918,1.0,729.88,133.9000582524145,513.0,989.0,91.8,39.667114843406495,42.0,207.0
5,5,50,15,0.9404623208506703,0.0641060893281429,0.8073046694405918,1.0,722.44,135.6020884794921,513.0,989.0,91.72,41.58847917392508,42.0,207.0
6,6,50,19,0.9458030513176144,0.061039150257264946,0.8073046694405918,1.0,720.52,137.65801683883146,513.0,989.0,93.56,44.947596153743305,34.0,207.0
7,7,50,13,0.9447341655108644,0.059122360431426435,0.8073046694405918,1.0,723.94,138.86632565168563,513.0,989.0,90.66,41.695376242456426,34.0,207.0
8,8,50,16,0.9409227924179379,0.06005345291179168,0.8244105409153952,1.0,725.54,140.72884707834424,513.0,989.0,88.48,39.75436579798501,34.0,207.0
9,9,50,16,0.9356560332871012,0.06403656857926969,0.8067498844197873,1.0,739.64,141.76173813832844,513.0,989.0,83.8,38.94765718242883,34.0,207.0
10,10,50,15,0.9357096625057789,0.06434087570340921,0.8067498844197873,1.0,726.28,147.14510389408136,513.0,989.0,87.86,40.2601589664025,34.0,207.0
11,11,50,19,0.9357318539066113,0.06168145949061901,0.8067498844197873,1.0,726.38,145.76500128631702,513.0,989.0,86.96,40.50973216401214,34.0,207.0
12,12,50,11,0.9380342117429495,0.06248728168885148,0.8067498844197873,1.0,721.28,149.49502199070042,513.0,989.0,89.66,43.35232865717827,34.0,207.0
13,13,50,21,0.935128987517337,0.0633572026062184,0.8067498844197873,1.0,701.02,146.69812405071852,513.0,989.0,89.92,41.6777350632205,34.0,207.0
