,gen,nevals,new_hof,coverage_avg,coverage_std,coverage_min,coverage_max,altitude_avg,altitude_std,altitude_min,altitude_max,costs_avg,costs_std,costs_min,costs_max
0,0,50,37,0.6215755894590846,0.3479654003151865,0.006564956079519187,1.0,730.68,146.88300650517746,503.0,983.0,71.5,66.67000824958701,1.0,252.0
1,1,50,29,0.9228793342579751,0.06694819288749809,0.7655108645399907,1.0,764.7,139.32928622511494,503.0,975.0,108.86,61.72584871834489,28.0,252.0
2,2,50,20,0.9710050855293574,0.02944225334907899,0.9052242256125751,1.0,762.44,129.91338037323175,503.0,974.0,120.4,54.0388748957637,42.0,252.0
3,3,50,18,0.9717910309754971,0.026987703725172642,0.9064262598243181,1.0,737.98,126.91989442163903,503.0,974.0,108.9,53.95081092995729,42.0,286.0
4,4,50,15,0.9718354137771614,0.027007864503601643,0.9064262598243181,1.0,738.94,135.87205893781103,503.0,974.0,109.94,59.9267586308487,42.0,308.0
5,5,50,18,0.9735367545076282,0.02444270706049587,0.9131761442441054,1.0,740.8,135.86184158916734,503.0,974.0,102.92,54.12719833872801,42.0,286.0
6,6,50,17,0.9722662968099862,0.025267163281907416,0.9131761442441054,1.0,746.24,144.1162808290583,503.0,989.0,97.46,50.07083382569139,42.0,286.0
7,7,50,18,0.9692815533980581,0.02789806465647065,0.9043920480813684,1.0,730.36,130.89992513366843,503.0,989.0,90.48,40.28758617738223,42.0,252.0
8,8,50,24,0.966333795654184,0.028931353250367314,0.9043920480813684,1.0,741.68,143.69640774911528,503.0,989.0,85.58,38.799530924999594,42.0,252.0
9,9,50,21,0.965631067961165,0.0314429423905261,0.9043920480813684,1.0,741.76,141.44929268115837,503.0,989.0,87.66,45.3945415220817,39.0,252.0
10,10,50,19,0.963959315765141,0.03198404098164822,0.9017105871474803,1.0,735.66,139.67284775503074,503.0,989.0,87.08,44.73962002520808,39.0,252.0
11,11,50,24,0.9622209893666205,0.03172888073090163,0.9017105871474803,1.0,733.52,131.4351916345086,503.0,989.0,83.28,33.997082227744194,39.0,216.0
12,12,50,18,0.963221451687471,0.031643625164797004,0.9047619047619048,1.0,737.96,133.76680604694124,503.0,989.0,84.26,38.45715018042809,39.0,216.0
13,13,50,19,0.9637965788257048,0.03251119225749266,0.9047619047619048,1.0,738.1,140.37681432487346,503.0,989.0,84.38,38.36086026146964,39.0,216.0
14,14,50,10,0.964208969024503,0.03242702411002476,0.9047619047619048,1.0,731.3,143.33446898774906,503.0,989.0,86.3,40.51826748517266,39.0,216.0
15,15,50,14,0.966531668978271,0.03272688264452343,0.9047619047619048,1.0,739.56,144.8152146702825,503.0,989.0,87.04,41.214541123249205,39.0,216.0
16,16,50,19,0.9683532131299124,0.031321351861410315,0.9047619047619048,1.0,740.78,151.16445217047558,503.0,993.0,87.32,42.9103437413405,39.0,216.0
17,17,50,16,0.9673767914932964,0.031401347805351275,0.9047619047619048,1.0,741.92,151.45360213609976,503.0,993.0,86.34,42.65096012987281,39.0,216.0
18,18,50,15,0.9677115117891817,0.03061841502336536,0.9047619047619048,1.0,738.32,155.3747006433158,503.0,993.0,86.92,42.77561922403929,39.0,216.0
19,19,50,18,0.9665187239944523,0.031169112189454354,0.9047619047619048,1.0,719.88,154.2889030358308,503.0,993.0,89.0,42.44667242552707,39.0,216.0
20,20,50,11,0.9652981969486825,0.032220043284560275,0.9047619047619048,1.0,721.86,157.25393603976977,503.0,993.0,88.46,42.57098072631168,39.0,216.0
21,21,50,15,0.9630568654646325,0.032961193940747174,0.9030975496994914,1.0,724.34,150.45990961050055,503.0,993.0,87.14,42.41933992885792,39.0,216.0
22,22,50,7,0.9647101248266295,0.03272072015901233,0.9030975496994914,1.0,727.44,155.09457243888323,503.0,993.0,87.82,43.494684732734875,39.0,216.0
23,23,50,8,0.9651687471104947,0.03277351391044771,0.9030975496994914,1.0,728.02,151.4659684549635,503.0,993.0,87.56,43.425872472524944,39.0,216.0
24,24,50,11,0.9628478964401296,0.03466673986451347,0.9028201571890893,1.0,725.5,153.93508372037869,503.0,993.0,87.72,43.55182659774444,39.0,216.0
25,25,50,7,0.9632824780397595,0.03520552483979719,0.9028201571890893,1.0,727.62,155.70791758931207,503.0,993.0,87.88,43.62047225787452,39.0,216.0
26,26,50,8,0.9628552935737402,0.03525495743495647,0.9028201571890893,1.0,713.5,155.854066356961,503.0,993.0,90.0,43.25320797351336,39.0,216.0
27,27,50,10,0.9650171058714748,0.03511037609559584,0.9028201571890893,1.0,710.14,156.79706757462017,503.0,993.0,92.62,44.53937134715756,39.0,216.0
28,28,50,8,0.96191030975497,0.03439728477920181,0.9028201571890893,1.0,723.8,162.42893830841842,503.0,993.0,87.36,42.33663189248762,39.0,216.0
29,29,50,13,0.960244105409154,0.034292471184733116,0.9028201571890893,1.0,723.12,162.66685464470012,503.0,993.0,86.68,42.87397345709865,39.0,216.0
30,30,50,13,0.9635006934812761,0.0329433413774924,0.9028201571890893,1.0,728.18,163.07405556985452,503.0,993.0,86.68,42.1228868906204,39.0,216.0
31,31,50,8,0.964116504854369,0.03322054186968151,0.9028201571890893,1.0,717.66,161.0131187201838,503.0,993.0,88.44,42.23986742403437,39.0,216.0
32,32,50,11,0.9625760517799352,0.0337979388192665,0.9028201571890893,1.0,724.52,162.90454137316127,503.0,993.0,86.32,41.81217047702739,39.0,216.0
33,33,50,11,0.9635432269995375,0.0325678446198797,0.9028201571890893,1.0,725.64,167.2777044318818,503.0,993.0,87.64,43.84826564415062,39.0,216.0
34,34,50,7,0.9647637540453075,0.03380046344594538,0.9003236245954692,1.0,713.58,160.7536114679854,503.0,993.0,89.56,43.2361700431479,39.0,216.0
35,35,50,7,0.9661747572815534,0.03400038014176328,0.9003236245954692,1.0,712.72,160.55927752702425,503.0,993.0,90.64,43.5333251659002,39.0,216.0
36,36,50,4,0.9643624595469257,0.03454531728651095,0.9003236245954692,1.0,719.06,164.02663320326977,503.0,993.0,89.42,44.10491582578976,39.0,216.0
37,37,50,7,0.9628460471567268,0.03453479537650786,0.9003236245954692,1.0,718.86,162.61340781128717,503.0,993.0,89.08,44.271814961666074,39.0,216.0
38,38,50,10,0.9625094775774388,0.03390910720022854,0.9003236245954692,1.0,712.9,162.29482431673537,503.0,993.0,89.7,44.23900993467191,39.0,216.0
39,39,50,7,0.9627202958853445,0.03370568323258468,0.9003236245954692,1.0,701.0,166.4777462605738,503.0,993.0,92.64,45.10155651416035,39.0,216.0
40,40,50,9,0.9645677300046231,0.03386802383015202,0.9003236245954692,1.0,710.08,167.72570941868156,503.0,993.0,92.32,45.57913557758637,39.0,216.0
41,41,50,5,0.9653925104022192,0.03327918455198218,0.9003236245954692,1.0,714.92,167.62527733012107,503.0,993.0,91.86,45.6701259030452,39.0,216.0
42,42,50,7,0.9670735090152566,0.03285537698733349,0.9003236245954692,1.0,708.42,167.82301272471545,503.0,993.0,93.46,44.99964888751911,39.0,216.0
43,43,50,12,0.9652223763291724,0.032202235376738234,0.9003236245954692,1.0,717.94,171.33655885420367,503.0,993.0,89.32,42.1171888900482,39.0,216.0
44,44,50,8,0.9642570503929728,0.03227957504450192,0.9003236245954692,1.0,709.62,170.55320460196577,503.0,993.0,90.12,42.1035105424714,39.0,216.0
45,45,50,8,0.9622690707350902,0.03341639455709103,0.9003236245954692,1.0,709.42,171.49613290100743,503.0,993.0,89.54,42.24935975846261,39.0,216.0
46,46,50,8,0.9634692556634303,0.03366194066747562,0.9003236245954692,1.0,701.64,167.55461915447154,503.0,993.0,90.78,41.40062318371548,39.0,216.0
47,47,50,7,0.9618677762367084,0.03318531208322727,0.9003236245954692,1.0,701.12,166.73447633887838,503.0,993.0,89.6,41.413041424169755,39.0,216.0
48,48,50,11,0.960604715672677,0.034215613280846,0.9003236245954692,1.0,703.3,166.93426850110794,503.0,993.0,88.86,41.3511837799113,39.0,216.0
49,49,50,8,0.9575478502080442,0.03465209050721861,0.9003236245954692,1.0,694.06,164.01529318938526,503.0,993.0,89.5,41.27093408199044,39.0,216.0
50,50,50,6,0.958577901063338,0.035129928550111475,0.9003236245954692,1.0,697.58,162.27151197915177,503.0,993.0,89.5,41.27093408199044,39.0,216.0
51,51,50,9,0.9575127138233935,0.034336841916126654,0.9003236245954692,1.0,723.78,158.96921588785673,503.0,993.0,80.44,30.394841667625116,39.0,168.0
52,52,50,13,0.958485436893204,0.03355749066298882,0.9003236245954692,1.0,723.2,159.12246855802607,503.0,993.0,80.8,30.43616270162847,39.0,168.0
53,53,50,9,0.9567748497457235,0.03347530010611889,0.9003236245954692,1.0,704.66,159.58478749555047,503.0,993.0,83.22,30.596267746246436,39.0,168.0
54,54,50,4,0.958404068423486,0.03354384476828552,0.9003236245954692,1.0,707.94,158.6509892815043,503.0,993.0,83.34,30.534970116245407,39.0,168.0
55,55,50,6,0.9604290337494221,0.03292645831976623,0.9003236245954692,1.0,707.42,159.18016082414292,503.0,993.0,83.88,30.426725094889854,39.0,168.0
56,56,50,9,0.9590346740638002,0.03326744660401324,0.9003236245954692,1.0,706.6,159.02817360455347,503.0,993.0,83.54,30.5962154522418,39.0,168.0
57,57,50,9,0.9594729542302357,0.03326624532852296,0.9003236245954692,1.0,706.6,159.02817360455347,503.0,993.0,83.54,30.5962154522418,39.0,168.0
58,58,50,5,0.9604012944983819,0.0337062012940406,0.9003236245954692,1.0,713.52,163.68680337767,503.0,993.0,83.98,32.17545026879966,39.0,168.0
59,59,50,7,0.9628368007397134,0.033442529407262805,0.9003236245954692,1.0,705.52,162.53925556615548,503.0,993.0,86.46,33.2206020415043,39.0,168.0
60,60,50,6,0.9640610263522886,0.03229376469822333,0.9047619047619048,1.0,700.8,165.58321170940008,503.0,993.0,87.7,34.02543166515305,39.0,168.0
61,61,50,5,0.9645695792880258,0.03229100725809205,0.9047619047619048,1.0,702.44,164.83423916164992,503.0,993.0,87.14,33.76566895531614,39.0,168.0
62,62,50,6,0.9633878871937125,0.03351456652515902,0.9047619047619048,1.0,704.8,165.30275254816542,503.0,993.0,86.94,34.50762814219488,39.0,168.0
63,63,50,6,0.9619824318076747,0.03319112047174235,0.9047619047619048,1.0,690.38,160.62177809998244,503.0,993.0,88.44,34.24742910059089,39.0,168.0
64,64,50,8,0.9625871474803515,0.03312952320337187,0.9047619047619048,1.0,699.66,161.83913123839983,503.0,993.0,86.78,34.80418940300147,39.0,168.0
65,65,50,4,0.9660527045769762,0.03382003144463711,0.9047619047619048,1.0,705.32,163.9701728973901,503.0,993.0,88.0,34.751690606357556,39.0,168.0
66,66,50,8,0.9638650023116042,0.03386859938703583,0.9047619047619048,1.0,702.4,162.88732301809125,503.0,993.0,87.22,34.59323055165562,39.0,168.0
67,67,50,5,0.9626555709662505,0.03367252915421906,0.9047619047619048,1.0,698.36,162.95321537177472,503.0,993.0,88.54,36.05285564279202,39.0,168.0
68,68,50,6,0.9619269533055941,0.03325784690759907,0.9047619047619048,1.0,695.32,165.25077185901435,503.0,993.0,88.98,36.4518806099219,39.0,168.0
69,69,50,5,0.9634932963476653,0.0330802567585398,0.9047619047619048,1.0,707.26,164.07020570475314,503.0,993.0,87.54,36.448434808644386,39.0,168.0
70,70,50,6,0.9613018955154878,0.03300143119848395,0.9047619047619048,1.0,705.46,149.74527838967077,503.0,993.0,84.88,34.06560728946425,39.0,168.0
71,71,50,5,0.9604456773000463,0.03337362920309696,0.9047619047619048,1.0,706.84,152.27440494055458,503.0,993.0,84.54,34.2328555630406,39.0,168.0
72,72,50,5,0.9615570966250578,0.032787860231449625,0.9047619047619048,1.0,711.84,154.72121509347062,503.0,993.0,84.18,34.14890334988812,39.0,168.0
73,73,50,8,0.9618714748035138,0.033241720542827535,0.9047619047619048,1.0,710.48,157.7942001469002,503.0,993.0,85.46,36.060621181560364,39.0,168.0
74,74,50,3,0.963169671752196,0.03346083209254685,0.9047619047619048,1.0,719.66,160.40855463472016,503.0,993.0,84.22,35.158663228285576,39.0,168.0
75,75,50,7,0.9618714748035139,0.03416663948432932,0.9047619047619048,1.0,706.72,158.0707487171488,503.0,993.0,85.68,34.98596289942582,39.0,168.0
76,76,50,4,0.9610411465557097,0.03378677524301012,0.9047619047619048,1.0,703.28,156.7684968353017,503.0,993.0,85.84,35.30572758066317,39.0,168.0
77,77,50,6,0.9600887656033287,0.034449567646889126,0.9047619047619048,1.0,697.58,157.88908638661508,503.0,993.0,86.74,35.208981808623776,39.0,168.0
78,78,50,4,0.9611021729079983,0.03349083100945779,0.9047619047619048,1.0,699.14,159.31126890461954,503.0,993.0,86.84,35.26491741093405,39.0,168.0
79,79,50,8,0.9611816920943136,0.033963833902853,0.9047619047619048,1.0,705.02,160.63081771565504,503.0,993.0,86.14,35.32365213281322,39.0,168.0
80,80,50,6,0.96015164123902,0.03507431049874745,0.9047619047619048,1.0,696.32,158.6782203076402,503.0,993.0,87.82,36.13346924943687,39.0,168.0
81,81,50,5,0.9617753120665742,0.03397138140812814,0.9047619047619048,1.0,690.54,158.4934333024558,503.0,993.0,89.36,35.799865921536636,39.0,168.0
82,82,50,5,0.9633361072584374,0.03444923746937448,0.9047619047619048,1.0,693.36,159.1460662410479,503.0,993.0,90.06,35.90510270142671,39.0,168.0
83,83,50,3,0.9621451687471104,0.03428626288211899,0.9047619047619048,1.0,697.58,161.89232100380798,503.0,993.0,88.98,36.29572426608952,39.0,168.0
84,84,50,8,0.964279241793805,0.034452439839371435,0.9047619047619048,1.0,697.96,161.90008770843826,503.0,993.0,89.64,36.163384797333336,39.0,168.0
85,85,50,5,0.9614165510864541,0.03428732035173002,0.9047619047619048,1.0,707.54,164.6416970272112,503.0,993.0,86.82,36.30795505120056,39.0,168.0
86,86,50,10,0.9621414701803052,0.034493915303282455,0.9047619047619048,1.0,716.66,169.79665603303263,503.0,993.0,86.2,36.55954047851258,39.0,168.0
87,87,50,10,0.962455848358761,0.03432730272675295,0.9047619047619048,1.0,703.74,164.47939810201154,503.0,993.0,88.12,36.13897618915068,39.0,168.0
88,88,50,6,0.9614184003698567,0.03468179940217783,0.9047619047619048,1.0,712.42,164.96170343446386,503.0,993.0,86.08,35.09976638098892,39.0,168.0
89,89,50,7,0.961202034211743,0.03416681084349931,0.9058714748035136,1.0,712.72,165.34304218805215,503.0,993.0,85.6,35.478444159799345,39.0,168.0
