,gen,nevals,new_hof,coverage_avg,coverage_std,coverage_min,coverage_max,altitude_avg,altitude_std,altitude_min,altitude_max,costs_avg,costs_std,costs_min,costs_max
0,0,50,33,0.6523143781784558,0.34144549941169766,0.009986130374479889,1.0,760.64,144.81170670909174,513.0,993.0,75.4,64.50519358935372,1.0,286.0
1,1,50,21,0.9615552473416552,0.05583652481836859,0.829033749422099,1.0,794.12,129.681863034119,513.0,993.0,142.82,74.37840815720648,44.0,308.0
2,2,50,17,0.9952288488210819,0.007713706669352432,0.9727230698104484,1.0,796.44,115.79190990738516,513.0,988.0,149.16,62.60299034391249,54.0,308.0
3,3,50,8,0.9920647249190938,0.011643331063256821,0.953213129912159,1.0,758.72,127.64184893678092,513.0,988.0,131.88,57.58841550173091,54.0,308.0
4,4,50,12,0.9929320388349514,0.0097992681210371,0.9624595469255663,1.0,751.92,127.41896876054209,513.0,988.0,117.7,50.17260208520184,54.0,276.0
5,5,50,10,0.9900046232085067,0.011896129084711745,0.9558945908460471,1.0,738.54,128.98065126211762,513.0,988.0,117.24,55.67604871037455,54.0,276.0
6,6,50,11,0.9907239944521499,0.012053064603740024,0.9558945908460471,1.0,724.04,131.67337771926412,513.0,988.0,123.12,61.092271196936196,54.0,288.0
7,7,50,14,0.990601941747573,0.01171698375314578,0.9558945908460471,1.0,707.48,130.63724430651465,513.0,988.0,123.66,60.877453954645645,54.0,288.0
8,8,50,19,0.9888673139158577,0.014540389858156264,0.9524734165510864,1.0,679.04,120.44134838169157,513.0,943.0,123.6,55.62121897261871,54.0,276.0
9,9,50,14,0.9887822468793342,0.01428785893439411,0.9515487748497458,1.0,690.34,130.43613149737305,513.0,943.0,117.5,55.991874410489245,54.0,276.0
10,10,50,12,0.9894091539528432,0.014228528909242436,0.9507165973185391,1.0,682.5,124.10225622445388,513.0,943.0,119.1,58.375422910673635,54.0,276.0
11,11,50,14,0.986542764678687,0.0155253725351498,0.9507165973185391,1.0,689.56,125.14857729914472,513.0,943.0,105.44,46.062201423727025,54.0,276.0
12,12,50,11,0.9883680073971337,0.013249931682994523,0.9515487748497458,1.0,687.72,120.16539268857736,513.0,943.0,102.26,39.05115107138329,54.0,216.0
13,13,50,11,0.9894239482200647,0.012252279077615759,0.9596856218215442,1.0,690.26,123.06239230569182,513.0,943.0,102.46,38.24249468850064,54.0,216.0
14,14,50,11,0.9893499768839575,0.01248065859491955,0.9596856218215442,1.0,675.96,120.85097599936873,513.0,943.0,106.18,36.42289939035606,54.0,216.0
15,15,50,10,0.9874895977808599,0.014176470147685555,0.9596856218215442,1.0,664.02,122.29824037981905,513.0,943.0,107.7,36.73976047826115,54.0,216.0
16,16,50,11,0.9878982894128525,0.013711742963246646,0.9596856218215442,1.0,668.78,121.03343174511743,513.0,943.0,107.5,39.18481848879742,54.0,216.0
17,17,50,10,0.9869052242256124,0.014117106461274419,0.9561719833564494,1.0,666.1,118.60189711804782,513.0,943.0,106.76,39.4236274333045,54.0,216.0
18,18,50,6,0.9868275543226999,0.014140347071482597,0.9561719833564494,1.0,664.84,119.75597855639609,513.0,943.0,106.84,39.37936515486252,54.0,216.0
19,19,50,14,0.9864613962089689,0.014134140794713734,0.9561719833564494,1.0,655.6,120.2522349064665,513.0,943.0,109.06,39.06272391935821,54.0,216.0
20,20,50,12,0.9859528432732317,0.014162816834966417,0.9561719833564494,1.0,669.0,129.75130057151642,513.0,943.0,105.28,39.85174525663839,54.0,216.0
21,21,50,10,0.9865631067961165,0.013466395394138995,0.9624595469255663,1.0,652.74,122.98744814004397,513.0,943.0,110.08,42.04323488981313,54.0,216.0
22,22,50,8,0.9855127138233936,0.013582674262887824,0.9624595469255663,1.0,657.96,126.00539036088892,513.0,943.0,105.5,38.02065228267395,54.0,216.0
23,23,50,7,0.9860619509939899,0.01372347481610294,0.9624595469255663,1.0,656.92,124.11185922384692,513.0,943.0,106.08,38.718904943192804,54.0,216.0
24,24,50,8,0.9876486361534904,0.012949052791584809,0.9624595469255663,1.0,658.18,130.34840850581952,513.0,943.0,108.64,42.305914480129125,54.0,216.0
25,25,50,14,0.9881534905224225,0.013058096919824024,0.9624595469255663,1.0,654.04,127.2176025556212,513.0,943.0,109.9,41.393356954951116,54.0,216.0
26,26,50,8,0.9882219140083219,0.013080473036569907,0.9624595469255663,1.0,654.88,127.14851788361514,513.0,943.0,109.62,41.52006262037666,54.0,216.0
27,27,50,6,0.9876893203883494,0.013166560302571812,0.9624595469255663,1.0,658.62,130.1070159522537,513.0,943.0,107.48,39.04215158005511,54.0,216.0
28,28,50,6,0.9873971336107258,0.01351166044751683,0.9624595469255663,1.0,654.84,130.84087434743012,513.0,943.0,109.42,41.39086372618962,54.0,216.0
29,29,50,13,0.9876763754045307,0.01340063334587176,0.9594082293111419,1.0,663.64,130.70329146582347,500.0,943.0,104.62,35.74850486384011,48.0,204.0
30,30,50,11,0.985218677762367,0.0159224483348032,0.9500693481276006,1.0,668.96,134.3940415345859,500.0,943.0,102.2,36.14913553599864,48.0,204.0
31,31,50,12,0.985742024965326,0.01574954453897955,0.9500693481276006,1.0,662.68,132.36093683560873,500.0,943.0,103.48,36.169733203328995,48.0,204.0
32,32,50,8,0.984110957004161,0.01659391952750025,0.9509015256588073,1.0,656.98,133.82010162901537,500.0,943.0,103.96,36.1867157946117,48.0,204.0
33,33,50,5,0.9833379565418402,0.016420345398708087,0.9509015256588073,1.0,655.82,136.89874944644308,500.0,943.0,103.78,37.070360127735476,48.0,204.0
34,34,50,10,0.9837854831252889,0.016261761270546387,0.9509015256588073,1.0,662.46,134.64712547990024,500.0,943.0,101.56,35.56749077458234,48.0,204.0
35,35,50,5,0.9832417938049005,0.01653519523704492,0.9509015256588073,1.0,671.12,135.7679844440507,500.0,943.0,98.6,34.57571402010377,48.0,204.0
36,36,50,9,0.9834137771613501,0.016623256646840435,0.9509015256588073,1.0,668.06,135.52186687025824,500.0,943.0,99.44,34.33142001141229,48.0,204.0
37,37,50,4,0.9834193250115582,0.016628744017382624,0.9509015256588073,1.0,668.06,135.52186687025824,500.0,943.0,99.68,34.515758719750025,48.0,204.0
38,38,50,8,0.982472491909385,0.016796606153144933,0.9509015256588073,1.0,667.26,135.65556531156398,500.0,943.0,98.38,33.89978760995414,48.0,204.0
39,39,50,7,0.9817938049006011,0.017298731619376166,0.9509015256588073,1.0,672.82,141.03924134793124,500.0,943.0,97.26,34.41848921727972,48.0,204.0
40,40,50,6,0.9819990753582987,0.01720292284680017,0.9509015256588073,1.0,664.94,128.98192276439363,500.0,943.0,98.94,33.947848238143166,48.0,204.0
41,41,50,8,0.9817457235321312,0.017031921121323453,0.9509015256588073,1.0,666.88,128.39947663444738,500.0,943.0,97.78,33.36002997600571,48.0,204.0
42,42,50,13,0.9821562644475266,0.01690432669295589,0.9516412390198798,1.0,665.96,131.51531621830213,500.0,971.0,98.58,33.25482822087644,48.0,204.0
43,43,50,6,0.9824299583911233,0.016935624824892474,0.9516412390198798,1.0,664.46,131.26952578569026,500.0,971.0,98.82,33.16304569848795,48.0,204.0
44,44,50,5,0.9826648173832639,0.017181298288572112,0.9516412390198798,1.0,662.26,132.85809121013293,500.0,971.0,100.98,36.297377315723516,48.0,204.0
45,45,50,5,0.9826574202496532,0.01719289789208202,0.9516412390198798,1.0,662.26,132.85809121013293,500.0,971.0,100.88,36.29305167659507,48.0,204.0
46,46,50,6,0.9826833102172908,0.017206377551006916,0.9516412390198798,1.0,660.94,132.89385388346597,500.0,971.0,101.26,36.153456266310144,48.0,204.0
47,47,50,9,0.983397133610726,0.017165625513601818,0.9516412390198798,1.0,661.3,132.51645180882258,500.0,971.0,101.48,36.52957158248643,48.0,204.0
48,48,50,10,0.9831345353675449,0.017535273438780162,0.9516412390198798,1.0,663.58,131.18919010345326,500.0,971.0,101.1,36.43308935569423,48.0,204.0
49,49,50,7,0.98425520110957,0.017103132716741066,0.9516412390198798,1.0,668.78,130.94232165346693,500.0,971.0,100.96,37.35342554572471,48.0,204.0
50,50,50,6,0.9828238557558946,0.017550659767452063,0.9516412390198798,1.0,664.84,132.0277788952007,500.0,971.0,100.34,36.06084302952442,48.0,204.0
51,51,50,10,0.9829292649098476,0.01730012174514953,0.9516412390198798,1.0,676.4,133.66345798310022,500.0,971.0,98.14,36.263485767366596,48.0,204.0
52,52,50,4,0.9836153490522423,0.0172753261574161,0.9516412390198798,1.0,680.22,139.48609823204606,500.0,971.0,98.52,37.29516858790157,48.0,204.0
53,53,50,6,0.9832159038372632,0.01718142766724364,0.9516412390198798,1.0,678.08,135.130135795092,500.0,971.0,98.6,37.2166629347662,48.0,204.0
54,54,50,12,0.9812852519648636,0.01785221419579118,0.9500693481276006,1.0,678.34,136.28948748894757,500.0,971.0,97.4,37.47639256918947,48.0,204.0
55,55,50,9,0.9806028663892741,0.017620772375960717,0.9500693481276006,1.0,673.34,136.77318596859547,500.0,971.0,97.6,36.69005314795824,48.0,204.0
56,56,50,4,0.9794304207119741,0.017556452363726455,0.9500693481276006,1.0,671.4,138.3911846903552,500.0,971.0,97.94,37.357949622536836,48.0,204.0
57,57,50,8,0.9817956541840038,0.01731218329605764,0.9500693481276006,1.0,682.64,142.75121855872194,500.0,971.0,97.56,37.60434017503831,48.0,204.0
58,58,50,7,0.9809486823855756,0.01710704058180754,0.9500693481276006,1.0,684.76,148.27562982499856,500.0,971.0,97.16,38.03596193078335,48.0,204.0
59,59,50,10,0.9803680073971336,0.017105955841903126,0.9500693481276006,1.0,678.44,144.19808043105152,500.0,971.0,97.1,37.639473960192376,48.0,204.0
60,60,50,12,0.9810559408229311,0.017039896161464636,0.9500693481276006,1.0,681.32,142.51041225117552,500.0,971.0,96.68,37.66613332955747,48.0,204.0
61,61,50,3,0.9797355524734165,0.017314511346248364,0.9500693481276006,1.0,674.16,140.46428158076344,500.0,971.0,97.34,37.43987713655054,48.0,204.0
62,62,50,11,0.9801165048543689,0.01712753895057999,0.9500693481276006,1.0,676.1,147.978005122383,500.0,971.0,98.42,38.985684552153245,48.0,204.0
63,63,50,6,0.9794063800277393,0.017389568504890426,0.9500693481276006,1.0,683.3,148.24847385386468,500.0,971.0,96.54,39.5257941096697,48.0,204.0
64,64,50,4,0.9795672676837726,0.017497333705421825,0.9500693481276006,1.0,683.74,145.75442497571044,500.0,971.0,96.72,38.6367907569974,48.0,204.0
65,65,50,7,0.9796560332871012,0.01754882734460546,0.9500693481276006,1.0,684.12,145.75508773281297,500.0,971.0,96.46,38.791344395367375,48.0,204.0
66,66,50,5,0.980488210818308,0.01716714285589219,0.9500693481276006,1.0,678.96,144.5680407282329,500.0,971.0,98.04,38.96098561381629,48.0,204.0
67,67,50,8,0.980273693943597,0.017132636256516433,0.9500693481276006,1.0,679.78,146.36588263663086,500.0,971.0,97.24,38.96488675718178,48.0,204.0
68,68,50,7,0.9805714285714285,0.017342222825906205,0.9500693481276006,1.0,678.82,147.15280357505935,500.0,971.0,98.5,40.19465138547665,48.0,204.0
69,69,50,7,0.9799001386962551,0.017754487252841882,0.9500693481276006,1.0,685.86,149.86607488020763,500.0,971.0,96.78,39.94060089683179,48.0,204.0
70,70,50,5,0.9794267221451688,0.01751777323577003,0.9500693481276006,1.0,684.38,150.97481776773236,500.0,971.0,96.72,39.7743837161558,48.0,204.0
71,71,50,7,0.9803254738788718,0.016941366805146442,0.9500693481276006,1.0,680.86,148.77110068827213,500.0,971.0,97.44,39.37520031695077,48.0,204.0
72,72,50,7,0.9804438280166434,0.01737563155643995,0.9500693481276006,1.0,675.72,143.82183978798213,500.0,971.0,98.3,39.024223246593905,48.0,204.0
73,73,50,1,0.9814368932038837,0.017545027529037454,0.9500693481276006,1.0,670.0,137.89677298617252,500.0,971.0,100.4,39.32836126766534,48.0,204.0
74,74,50,3,0.9817013407304671,0.01730360408123129,0.9500693481276006,1.0,675.04,143.07997204360922,500.0,971.0,99.92,39.71893251334935,48.0,204.0
75,75,50,6,0.981237170596394,0.017019465041473263,0.9500693481276006,1.0,680.12,143.4898797825129,500.0,971.0,97.4,39.10294106585846,48.0,204.0
76,76,50,6,0.9815016181229775,0.01701641624480857,0.9500693481276006,1.0,683.02,148.22597478175007,500.0,971.0,97.36,38.98551525887531,48.0,204.0
77,77,50,6,0.9814553860379103,0.017507422550342887,0.9500693481276006,1.0,677.08,143.97330863739987,500.0,971.0,98.96,39.49377672494744,48.0,204.0
