,generation,nevals,new_hof,coverage_max,coverage_min,coverage_mean,coverage_std,altitude_max,altitude_min,altitude_mean,altitude_std,costs_max,costs_min,costs_mean,costs_std,coverage_gen,coverage_nevals,coverage_new_hof,altitude_gen,altitude_nevals,altitude_new_hof,costs_gen,costs_nevals,costs_new_hof
10,10,50,19,1.0,0.5051317614424411,0.8186407766990291,0.16773239317897568,984.0,513.0,716.12,141.79148634526686,252.0,24.0,76.16,55.36943561207753,10,50,19,10,50,19,10,50,19
11,11,50,23,1.0,0.5051317614424411,0.8232547387887194,0.1674916919173652,984.0,513.0,715.74,142.37876386596423,252.0,24.0,75.98,55.28670364563256,11,50,23,11,50,23,11,50,23
12,12,50,13,1.0,0.5051317614424411,0.8285492371705964,0.1716977266726188,984.0,513.0,722.88,149.51717493318287,252.0,24.0,78.34,58.954765710670074,12,50,13,12,50,13,12,50,13
13,13,50,18,1.0,0.5051317614424411,0.8206527970411466,0.17016419235294322,984.0,513.0,713.02,148.38928397967283,252.0,24.0,75.54,56.573919786417484,13,50,18,13,50,18,13,50,18
14,14,50,13,1.0,0.5051317614424411,0.8295811373092927,0.16866120977406382,984.0,513.0,711.04,154.46681973809132,252.0,24.0,77.1,55.99651774887435,14,50,13,14,50,13,14,50,13
15,15,50,8,1.0,0.5051317614424411,0.8323476652797042,0.16836232113803423,984.0,513.0,708.54,157.8685795210687,252.0,24.0,78.24,56.589949637722775,15,50,8,15,50,8,15,50,8
16,16,50,23,1.0,0.5051317614424411,0.8185538603791032,0.16775792363473277,993.0,513.0,725.56,158.12073361833356,252.0,24.0,70.52,50.475039375913326,16,50,23,16,50,23,16,50,23
17,17,50,18,1.0,0.5051317614424411,0.8137790106333795,0.16448454368796595,993.0,513.0,724.06,154.24686836367212,252.0,24.0,68.22,49.12567149668288,17,50,18,17,50,18,17,50,18
18,18,50,15,1.0,0.5051317614424411,0.8068238557558947,0.17176114776601278,993.0,513.0,729.88,156.61387422575308,252.0,24.0,68.16,49.12040716443625,18,50,15,18,50,15,18,50,15
19,19,50,14,1.0,0.5051317614424411,0.8111141932501156,0.16907733387408352,993.0,513.0,741.24,161.38668594403939,252.0,24.0,67.64,49.2157535754559,19,50,14,19,50,14,19,50,14
20,20,50,17,1.0,0.5051317614424411,0.8097327785483127,0.170832290384451,993.0,513.0,730.56,158.00723527737583,252.0,24.0,68.36,48.82653377007219,20,50,17,20,50,17,20,50,17
21,21,50,14,1.0,0.5051317614424411,0.8115746648173834,0.17012272740517262,993.0,513.0,734.5,158.86966356104617,252.0,24.0,70.5,54.36993654585225,21,50,14,21,50,14,21,50,14
22,22,50,19,1.0,0.5051317614424411,0.7991752196024041,0.1739207140963601,993.0,513.0,728.22,152.74649455879504,238.0,24.0,66.4,48.035403610253965,22,50,19,22,50,19,22,50,19
23,23,50,16,1.0,0.5051317614424411,0.7952177531206658,0.17001144854258293,993.0,513.0,736.7,150.07068334621522,238.0,24.0,64.28,46.028269574251865,23,50,16,23,50,16,23,50,16
24,24,50,17,1.0,0.5051317614424411,0.7921017105871475,0.1805497588624037,993.0,513.0,712.7,147.1829134104907,238.0,24.0,69.62,50.536675790954035,24,50,17,24,50,17,24,50,17
25,25,50,17,1.0,0.5051317614424411,0.8060767452612112,0.17279241197828474,993.0,513.0,704.36,148.64773930336108,238.0,24.0,75.18,57.929160187249394,25,50,17,25,50,17,25,50,17
26,26,50,19,1.0,0.5047619047619047,0.8199278779472955,0.17958011897318185,993.0,513.0,715.76,151.4735039536618,238.0,24.0,78.12,57.767340253814695,26,50,19,26,50,19,26,50,19
27,27,50,13,1.0,0.5047619047619047,0.8114452149791958,0.18479455936783984,993.0,513.0,702.22,145.93098231698434,238.0,24.0,79.4,57.716548753368826,27,50,13,27,50,13,27,50,13
28,28,50,12,1.0,0.5047619047619047,0.8098141470180306,0.17810180303113185,993.0,513.0,698.52,148.6589708023031,238.0,24.0,78.0,56.32974347536122,28,50,12,28,50,12,28,50,12
29,29,50,10,1.0,0.5047619047619047,0.8263707813222377,0.17445031760286728,993.0,513.0,692.24,151.40535789726863,238.0,24.0,79.46,55.30938799155167,29,50,10,29,50,10,29,50,10
30,30,50,16,1.0,0.5047619047619047,0.8224466019417477,0.17502283899235418,993.0,511.0,689.32,153.9909659687866,238.0,21.0,81.44,56.09533313921934,30,50,16,30,50,16,30,50,16
31,31,50,17,1.0,0.5047619047619047,0.8294294960702728,0.1719545261305938,993.0,511.0,686.42,152.55334673483898,238.0,21.0,83.16,56.65381187528338,31,50,17,31,50,17,31,50,17
32,32,50,9,1.0,0.5047619047619047,0.8366121128062877,0.16743006379650635,993.0,511.0,679.2,146.86156747086693,230.0,21.0,84.92,54.466811913311034,32,50,9,32,50,9,32,50,9
33,33,50,15,1.0,0.5047619047619047,0.8329209431345354,0.16870086595267253,993.0,511.0,688.28,142.61992006728934,204.0,21.0,78.62,47.076486699837744,33,50,15,33,50,15,33,50,15
34,34,50,13,1.0,0.5047619047619047,0.8240499306518723,0.16588302739696692,993.0,511.0,710.74,148.71513843587007,180.0,21.0,71.56,42.253596296646755,34,50,13,34,50,13,34,50,13
35,35,50,16,1.0,0.5047619047619047,0.8465113268608415,0.16554824630994547,993.0,511.0,703.86,148.53471109474714,180.0,21.0,77.64,44.5217969089299,35,50,16,35,50,16,35,50,16
36,36,50,15,1.0,0.5047619047619047,0.8293740175681923,0.17218772842004748,993.0,511.0,719.16,157.210096367886,180.0,21.0,74.22,44.86347735073598,36,50,15,36,50,15,36,50,15
37,37,50,18,1.0,0.5047619047619047,0.8361276005547851,0.1736407918635364,993.0,511.0,723.38,159.39383802393365,180.0,21.0,74.52,43.33646963009331,37,50,18,37,50,18,37,50,18
38,38,50,22,1.0,0.5047619047619047,0.8277947295423022,0.1704663672856061,993.0,511.0,721.14,160.85061516823617,180.0,21.0,73.14,43.38709946516361,38,50,22,38,50,22,38,50,22
39,39,50,17,1.0,0.5047619047619047,0.8317300046232085,0.1751003033687151,993.0,511.0,713.58,154.89313606483665,180.0,21.0,77.7,47.0579430064681,39,50,17,39,50,17,39,50,17
40,40,50,13,1.0,0.5047619047619047,0.8441997226074897,0.17332410293785158,993.0,511.0,720.1,154.2135208080018,180.0,21.0,79.74,48.734304139897176,40,50,13,40,50,13,40,50,13
41,41,50,12,1.0,0.5047619047619047,0.8344244105409154,0.17352534021674085,993.0,511.0,708.12,155.33237138471813,180.0,21.0,77.72,47.909514712633026,41,50,12,41,50,12,41,50,12
42,42,50,15,1.0,0.5047619047619047,0.8276726768377255,0.17325871757928596,993.0,511.0,697.0,161.29314926555313,180.0,21.0,77.98,46.89924946094553,42,50,15,42,50,15,42,50,15
43,43,50,12,1.0,0.5047619047619047,0.8114433656957929,0.17909141771736461,993.0,511.0,694.9,152.58692604545124,180.0,21.0,75.74,47.23084161858647,43,50,12,43,50,12,43,50,12
44,44,50,9,1.0,0.505039297272307,0.8212815533980583,0.17435617483123375,993.0,511.0,692.64,160.9660535640978,180.0,21.0,79.52,48.00134998101616,44,50,9,44,50,9,44,50,9
45,45,50,11,1.0,0.505039297272307,0.820882108183079,0.17764790273886719,993.0,511.0,703.48,164.74552983313387,180.0,21.0,79.04,48.92482396493625,45,50,11,45,50,11,45,50,11
46,46,50,11,1.0,0.5055016181229773,0.8285769764216365,0.16325139065695105,993.0,501.0,712.04,163.14827121364172,184.0,21.0,77.16,47.93093364415093,46,50,11,46,50,11,46,50,11
47,47,50,10,1.0,0.5055016181229773,0.8291816920943134,0.16590049933349169,993.0,501.0,708.9,158.66117987712053,184.0,18.0,77.76,47.690904793262206,47,50,10,47,50,10,47,50,10
48,48,50,14,1.0,0.5055016181229773,0.8191326860841426,0.1663881936553611,993.0,501.0,706.46,157.44144435313086,184.0,18.0,74.72,47.06550329062678,48,50,14,48,50,14,48,50,14
49,49,50,15,1.0,0.5015256588072122,0.8078964401294497,0.1768727347732825,993.0,501.0,705.76,160.44844156301426,184.0,18.0,73.14,46.71873714046646,49,50,15,49,50,15,49,50,15
50,50,50,13,1.0,0.5015256588072122,0.8333925104022191,0.17503329369969112,993.0,501.0,709.72,162.07356848048974,207.0,18.0,79.58,50.047213708657154,50,50,13,50,50,13,50,50,13
51,51,50,12,1.0,0.5015256588072122,0.8312806287563569,0.17663901762425474,993.0,501.0,697.62,158.7087760648415,207.0,18.0,80.16,49.74750647017396,51,50,12,51,50,12,51,50,12
52,52,50,14,1.0,0.5015256588072122,0.8183042071197412,0.17870907797032637,993.0,501.0,702.76,166.20825009607677,207.0,18.0,77.14,50.255351953796925,52,50,14,52,50,14,52,50,14
53,53,50,16,1.0,0.5015256588072122,0.8273305594082292,0.17072330084176432,993.0,501.0,673.96,158.45743403198222,207.0,18.0,82.06,51.18804938655116,53,50,16,53,50,16,53,50,16
54,54,50,13,1.0,0.5015256588072122,0.8302505779010635,0.17011579467231433,993.0,501.0,690.86,152.07735005581864,207.0,18.0,79.62,49.10840661231028,54,50,13,54,50,13,54,50,13
55,55,50,20,1.0,0.5015256588072122,0.8301155802126678,0.16427597208273859,993.0,501.0,711.82,166.1657834814376,207.0,18.0,76.02,49.30780465605826,55,50,20,55,50,20,55,50,20
56,56,50,10,1.0,0.5015256588072122,0.8364697179842809,0.17103603812156684,993.0,501.0,696.9,156.5958173132348,207.0,18.0,80.14,49.304770560261204,56,50,10,56,50,10,56,50,10
57,57,50,15,1.0,0.5015256588072122,0.8194433656957928,0.17543769386862107,993.0,501.0,713.86,164.24920212896012,207.0,18.0,76.52,49.60090321758264,57,50,15,57,50,15,57,50,15
58,58,50,14,1.0,0.5015256588072122,0.8301044845122515,0.17581530240180068,993.0,501.0,707.94,164.9687740149632,207.0,18.0,79.96,50.16531072364647,58,50,14,58,50,14,58,50,14
59,59,50,13,1.0,0.5015256588072122,0.8005603328710126,0.1728435424771044,993.0,501.0,688.4,159.68230960253547,207.0,18.0,76.88,50.32917245494903,59,50,13,59,50,13,59,50,13
60,60,50,14,1.0,0.5015256588072122,0.7947646786870088,0.1766261719745176,971.0,501.0,686.22,157.74172434711116,207.0,18.0,76.54,51.58224888466961,60,50,14,60,50,14,60,50,14
61,61,50,12,1.0,0.5015256588072122,0.7923273231622745,0.18532424518135607,971.0,501.0,694.26,156.5663833650123,207.0,18.0,75.3,51.831747028245154,61,50,12,61,50,12,61,50,12
62,62,50,9,1.0,0.5015256588072122,0.7926823855755893,0.17961237188063744,971.0,501.0,690.0,154.68186706915586,207.0,18.0,74.8,51.57635116989181,62,50,9,62,50,9,62,50,9
63,63,50,11,1.0,0.5015256588072122,0.8035543226999536,0.1775466216531514,971.0,501.0,684.72,156.3923322928589,207.0,18.0,78.76,54.463037006762676,63,50,11,63,50,11,63,50,11
64,64,50,13,1.0,0.5015256588072122,0.8165603328710125,0.17627706116123243,971.0,501.0,678.06,151.80927639640473,207.0,18.0,80.38,53.0825357344579,64,50,13,64,50,13,64,50,13
65,65,50,17,1.0,0.5015256588072122,0.8101858529819695,0.1788616394501254,971.0,501.0,666.06,150.76662893359392,207.0,18.0,81.76,52.75701280398654,65,50,17,65,50,17,65,50,17
66,66,50,10,1.0,0.5015256588072122,0.8119056865464631,0.17963443764745377,971.0,501.0,668.58,151.11758203465274,207.0,18.0,81.58,52.85492976061931,66,50,10,66,50,10,66,50,10
67,67,50,13,1.0,0.5015256588072122,0.81093111419325,0.17993757981873762,971.0,501.0,672.16,154.14919526225233,207.0,18.0,81.28,53.35505224437513,67,50,13,67,50,13,67,50,13
68,68,50,10,1.0,0.5015256588072122,0.8290596393897366,0.17353290971340302,971.0,501.0,689.38,153.2347075567412,207.0,18.0,80.4,51.632547874378616,68,50,10,68,50,10,68,50,10
69,69,50,11,1.0,0.5015256588072122,0.8359926028663892,0.17339170901858597,971.0,501.0,694.78,152.4954150130423,207.0,18.0,81.66,51.981769881372834,69,50,11,69,50,11,69,50,11
70,70,50,7,1.0,0.5015256588072122,0.8434100785945446,0.17429203737809984,971.0,501.0,703.22,152.81181760583834,207.0,18.0,83.18,53.407374022694654,70,50,7,70,50,7,70,50,7
71,71,50,10,1.0,0.5015256588072122,0.8246694405917707,0.175717096997172,971.0,501.0,686.56,150.4385801581496,207.0,18.0,80.7,51.27699289154933,71,50,10,71,50,10,71,50,10
72,72,50,10,1.0,0.5033749422098936,0.8344484512251503,0.17675105122616266,971.0,501.0,687.28,151.1378231945928,207.0,18.0,82.92,51.14326544130712,72,50,10,72,50,10,72,50,10
73,73,50,9,1.0,0.5033749422098936,0.836081368469718,0.1732232561432101,971.0,501.0,673.5,149.08443916116798,207.0,18.0,84.5,51.9265827876243,73,50,9,73,50,9,73,50,9
74,74,50,11,1.0,0.5033749422098936,0.8254775774387426,0.17665276796369145,971.0,501.0,675.0,147.1221261401561,207.0,18.0,81.72,51.592650639407935,74,50,11,74,50,11,74,50,11
75,75,50,11,1.0,0.5033749422098936,0.8242977346278317,0.1784752008651057,971.0,501.0,673.44,148.75969346566967,207.0,18.0,82.62,53.75793522820607,75,50,11,75,50,11,75,50,11
76,76,50,12,1.0,0.5033749422098936,0.8123901987979658,0.18919096539963992,971.0,501.0,676.68,150.86224709979632,207.0,18.0,81.56,54.564515942139536,76,50,12,76,50,12,76,50,12
77,77,50,12,1.0,0.5033749422098936,0.8047508090614888,0.1854896049412823,971.0,501.0,662.1,141.15456067729446,207.0,18.0,81.1,53.793401082288895,77,50,12,77,50,12,77,50,12
78,78,50,18,1.0,0.5033749422098936,0.8083643088303283,0.18445336804051315,971.0,501.0,667.54,141.77590909600968,207.0,18.0,80.36,53.89202538409556,78,50,18,78,50,18,78,50,18
79,79,50,9,1.0,0.5033749422098936,0.8131558021266758,0.17922967483166838,994.0,501.0,672.52,151.53484615757526,207.0,18.0,79.68,53.34020622382332,79,50,9,79,50,9,79,50,9
80,80,50,10,1.0,0.5033749422098936,0.8143689320388351,0.17859345002440527,994.0,501.0,673.52,150.5615143388243,207.0,18.0,79.36,53.47252004534666,80,50,10,80,50,10,80,50,10
81,81,50,14,1.0,0.5033749422098936,0.812122052704577,0.17515523576313258,994.0,501.0,669.0,154.33210942639255,207.0,18.0,79.94,53.29780858534429,81,50,14,81,50,14,81,50,14
82,82,50,9,1.0,0.5033749422098936,0.7996282940360611,0.17558903887121033,994.0,501.0,675.26,153.6399440249833,207.0,18.0,75.8,52.9078444089343,82,50,9,82,50,9,82,50,9
83,83,50,11,1.0,0.5033749422098936,0.7997669902912622,0.17484528454178921,994.0,501.0,682.0,151.8407060046811,207.0,18.0,75.4,53.271005246756886,83,50,11,83,50,11,83,50,11
84,84,50,5,1.0,0.5033749422098936,0.8098825705039298,0.17846205977323104,994.0,501.0,696.28,158.6310234474959,207.0,18.0,75.68,53.25990612083352,84,50,5,84,50,5,84,50,5
85,85,50,12,1.0,0.5033749422098936,0.8059140083217753,0.17844194749181413,994.0,501.0,692.56,152.21460639505003,207.0,18.0,73.08,51.87401661718514,85,50,12,85,50,12,85,50,12
86,86,50,11,1.0,0.5006934812760055,0.8277614424410542,0.16567701267324558,994.0,501.0,689.9,156.1485510659641,207.0,18.0,75.44,50.50828050923928,86,50,11,86,50,11,86,50,11
87,87,50,11,1.0,0.5006934812760055,0.8194748035136386,0.1712326657516505,994.0,501.0,672.52,158.24401916028296,207.0,18.0,78.16,52.09697112116981,87,50,11,87,50,11,87,50,11
88,88,50,9,1.0,0.5006934812760055,0.8188719371243642,0.17406694673221515,994.0,501.0,661.52,152.9581955960517,207.0,18.0,78.98,51.782811820139706,88,50,9,88,50,9,88,50,9
89,89,50,13,1.0,0.5006934812760055,0.823112343966713,0.16606139384798319,994.0,501.0,677.12,161.61604375803782,198.0,18.0,72.62,43.1063290016675,89,50,13,89,50,13,89,50,13
90,90,50,5,1.0,0.5006934812760055,0.8153712436430883,0.16758636324491152,994.0,501.0,670.56,161.4224470140383,198.0,18.0,72.42,44.610801382624814,90,50,5,90,50,5,90,50,5
91,91,50,10,1.0,0.5006934812760055,0.8122052704576977,0.16722021311803958,994.0,501.0,678.3,153.7641375613963,198.0,18.0,69.46,42.28863204219309,91,50,10,91,50,10,91,50,10
92,92,50,10,1.0,0.5006934812760055,0.8241756819232547,0.17025843030965382,995.0,501.0,677.64,150.67737189107064,198.0,18.0,74.22,46.31081515153885,92,50,10,92,50,10,92,50,10
93,93,50,12,1.0,0.5006934812760055,0.8083920480813684,0.17637860990356122,974.0,501.0,664.84,145.10029083361619,198.0,18.0,74.52,48.13200182830546,93,50,12,93,50,12,93,50,12
94,94,50,8,1.0,0.5006934812760055,0.8144392048081367,0.17976604532967164,974.0,501.0,666.3,141.9291724769788,198.0,18.0,76.2,48.21908335918467,94,50,8,94,50,8,94,50,8
95,95,50,5,1.0,0.5006934812760055,0.8063300970873787,0.17824081406806236,974.0,501.0,669.12,143.23472204741418,198.0,18.0,75.74,48.56987131957424,95,50,5,95,50,5,95,50,5
96,96,50,15,1.0,0.5006934812760055,0.8019898289412852,0.17753033232948515,974.0,501.0,667.26,146.1348432099614,198.0,18.0,75.6,49.792368893235036,96,50,15,96,50,15,96,50,15
97,97,50,13,1.0,0.5006934812760055,0.7955432269995377,0.18344339264357318,974.0,501.0,672.28,148.41968063568928,198.0,18.0,74.84,50.17184868031075,97,50,13,97,50,13,97,50,13
98,98,50,9,1.0,0.5006934812760055,0.8139195561719833,0.17894888972548653,974.0,501.0,689.32,151.46305688186806,198.0,18.0,76.04,49.60966034957305,98,50,9,98,50,9,98,50,9
99,99,50,7,1.0,0.5006934812760055,0.8044956079519185,0.1845229805003024,979.0,501.0,693.86,149.57753975781256,198.0,18.0,74.3,50.29880714291344,99,50,7,99,50,7,99,50,7
100,100,50,11,1.0,0.5006934812760055,0.8112621359223301,0.1790053615069476,979.0,501.0,689.02,148.96006041889217,198.0,18.0,73.98,50.142792104149926,100,50,11,100,50,11,100,50,11
