time,coverage_pct,avg_snr_dB,avg_thr_Mbps,avg_availability_pct,avg_FSPL_dB,avg_Pr_dBm,avg_Gt_dBi,avg_G_rx_dBi,avg_L_atm_dB,avg_L_rain_dB
2024-01-01T07:42:00.000Z,100.0,20.717367483186422,195.28519209292358,99.02754485120205,169.629669587703,-64.27233256017377,29.85422312976038,35.0,0.12164689226568497,12.37523920996545
