time,coverage_pct,avg_snr_dB,avg_thr_Mbps,avg_availability_pct,avg_FSPL_dB,avg_Pr_dBm,avg_Gt_dBi,avg_G_rx_dBi,avg_L_atm_dB,avg_L_rain_dB
2024-01-01T01:36:00.000Z,100.0,19.642837903667537,189.24096320812995,98.92919084605727,170.5874010553944,-65.34686213969265,29.772988651727516,35.0,0.1221487225544802,12.410301013471281
