,case,coverage,altitude,num_sats,inclinatiom,num_planes,num_sats_per_plane,phasing
0,70,1.0,511,168,20,7,24,2
1,70,1.0,594,140,18,10,14,2
2,70,1.0,740,96,19,4,24,3
3,70,1.0,740,96,20,4,24,3
4,70,1.0,761,88,19,4,22,1
5,70,1.0,767,84,19,4,21,2
6,99,1.0,767,84,19,4,21,2
7,70,1.0,871,68,20,4,17,2
8,70,1.0,871,68,19,4,17,2
9,70,1.0,909,64,19,4,16,3
10,70,1.0,984,60,20,4,15,3
11,70,0.9999075358298659,502,168,20,7,24,3
12,70,0.9999075358298659,857,68,19,4,17,2
13,70,0.9998150716597318,548,165,19,11,15,2
14,70,0.9998150716597318,940,63,20,7,9,2
15,70,0.9997226074895977,814,72,19,4,18,1
16,70,0.9997226074895977,842,68,20,4,17,2
17,70,0.9996301433194638,653,105,19,5,21,2
18,70,0.9993527508090615,573,140,19,10,14,2
19,70,0.9992602866389274,558,147,20,7,21,6
20,70,0.9992602866389274,871,64,19,4,16,3
21,70,0.9992602866389274,988,54,19,6,9,1
22,70,0.9991678224687933,825,68,20,4,17,2
23,70,0.9991678224687933,825,68,19,4,17,2
24,70,0.9990753582986592,755,88,18,4,22,1
25,70,0.9990753582986592,784,80,20,4,20,2
26,70,0.9988904299583912,951,60,19,4,15,3
27,70,0.9987979657882571,745,90,22,6,15,2
28,70,0.9987979657882571,767,80,20,4,20,3
29,70,0.9987979657882571,859,64,19,4,16,3
30,70,0.998705501618123,745,88,18,4,22,2
31,70,0.9986130374479889,635,105,19,5,21,2
32,99,0.9986130374479889,635,105,19,5,21,2
33,70,0.9984281091077207,511,153,19,9,17,6
34,70,0.9984281091077207,720,88,20,4,22,1
35,70,0.9983356449375866,924,54,20,6,9,1
36,70,0.9981507165973186,749,85,20,5,17,1
37,70,0.9979657882570504,685,96,19,4,24,3
38,70,0.9977808599167822,805,68,19,4,17,2
39,70,0.9977808599167822,851,64,19,4,16,3
40,70,0.9975034674063801,618,110,19,5,22,2
41,70,0.9975034674063801,801,68,20,4,17,2
42,70,0.997411003236246,740,84,19,4,21,3
43,70,0.9968562182154416,548,140,19,10,14,2
44,70,0.9966712898751734,716,84,20,4,21,2
45,70,0.9963938973647711,761,72,19,4,18,1
46,70,0.996208969024503,513,147,20,7,21,6
47,70,0.996116504854369,511,147,20,7,21,6
48,70,0.9959315765141008,602,110,19,5,22,2
49,70,0.9946370781322238,909,60,19,10,6,1
50,70,0.9945446139620897,546,140,18,10,14,2
51,70,0.9944521497919556,592,110,19,5,22,1
52,70,0.9941747572815534,779,68,19,4,17,2
53,70,0.9935275080906149,583,110,20,11,10,6
54,70,0.9935275080906149,661,96,19,4,24,3
55,70,0.9926028663892742,740,72,19,4,18,1
56,70,0.9926028663892742,772,68,19,4,17,2
57,70,0.9918631530282016,546,130,19,10,13,2
58,70,0.9914932963476653,685,84,20,4,21,2
59,70,0.9914932963476653,767,68,20,4,17,2
60,70,0.9910309754969949,871,60,18,10,6,1
61,70,0.9906611188164586,801,64,20,4,16,3
62,70,0.9904761904761905,501,154,20,7,22,4
63,99,0.9904761904761905,501,154,20,7,22,4
64,70,0.988626907073509,546,119,20,7,17,3
65,70,0.988626907073509,592,105,20,5,21,3
66,70,0.9865926953305594,635,91,20,7,13,6
67,70,0.984835876098012,988,52,20,4,13,1
68,99,0.984835876098012,988,52,20,4,13,1
69,70,0.9844660194174757,984,52,20,4,13,1
70,70,0.9843735552473416,716,76,19,4,19,3
71,70,0.9840961627369395,663,90,20,6,15,2
72,70,0.9840961627369395,784,64,20,4,16,3
73,70,0.9838187702265372,661,90,20,6,15,1
74,70,0.983541377716135,558,110,19,5,22,2
75,70,0.9828941285251965,740,68,20,4,17,2
76,70,0.9825242718446602,653,84,19,4,21,2
77,70,0.9824318076745261,971,52,22,4,13,1
78,70,0.982339343504392,984,51,18,3,17,2
79,70,0.9816920943134535,501,140,19,10,14,2
80,70,0.9814147018030513,685,80,18,4,20,3
81,70,0.981044845122515,618,96,19,4,24,3
82,70,0.9809523809523809,511,135,24,9,15,2
