,generation,index,coverage,altitude,num_sats,inclination,num_planes,num_sats_per_plane,phasing
0,0,1,1.0,691.0,135.0,22.0,9,15,2.0
1,0,2,1.0,882.0,133.0,24.0,7,19,4.0
2,0,3,0.9988904299583912,552.0,216.0,25.0,12,18,2.0
3,0,4,0.9928802588996763,805.0,91.0,16.0,7,13,5.0
4,0,5,0.9813222376329173,739.0,90.0,23.0,5,18,1.0
5,0,6,0.9727230698104484,650.0,120.0,25.0,10,12,4.0
6,0,7,0.9426722145168747,772.0,66.0,17.0,3,22,2.0
7,0,8,0.9302820157189089,607.0,115.0,25.0,5,23,1.0
8,0,9,0.9257512713823394,857.0,54.0,21.0,6,9,2.0
9,0,10,0.8644475265834489,694.0,72.0,16.0,6,12,5.0
10,0,11,0.8339343504392048,513.0,92.0,23.0,4,23,3.0
11,0,12,0.8042533518261673,874.0,42.0,22.0,14,3,13.0
12,0,13,0.7915857605177994,685.0,51.0,18.0,3,17,2.0
13,0,14,0.7586685159500693,825.0,36.0,20.0,3,12,2.0
14,0,15,0.7071659731853907,547.0,68.0,18.0,4,17,3.0
15,0,16,0.5453536754507629,583.0,63.0,22.0,7,9,6.0
16,0,17,0.4929264909847434,563.0,36.0,21.0,2,18,1.0
17,0,18,0.4575127138233934,893.0,24.0,25.0,6,4,3.0
18,1,1,1.0,685.0,238.0,18.0,14,17,2.0
19,1,2,1.0,691.0,135.0,22.0,9,15,2.0
20,1,3,1.0,882.0,133.0,24.0,7,19,4.0
21,1,4,0.9999075358298659,552.0,286.0,25.0,13,22,2.0
22,1,5,0.9989828941285251,805.0,126.0,16.0,7,18,1.0
23,1,6,0.9988904299583912,552.0,216.0,25.0,12,18,2.0
24,1,7,0.9981507165973186,825.0,90.0,20.0,5,18,2.0
25,1,8,0.9952843273231623,607.0,110.0,20.0,5,22,1.0
26,1,9,0.9928802588996763,805.0,91.0,16.0,7,13,5.0
27,1,10,0.9813222376329173,739.0,90.0,23.0,5,18,1.0
28,1,11,0.9511789181692094,552.0,126.0,25.0,7,18,2.0
29,1,12,0.9459084604715673,859.0,75.0,15.0,5,15,2.0
30,1,13,0.9426722145168747,772.0,66.0,17.0,3,22,2.0
31,1,14,0.9257512713823394,857.0,54.0,21.0,6,9,2.0
