,generation,NSGA-NC,NSGA-C50,NSGA-C60,NSGA-C70,NSGA-C80,NSGA-C90,NSGA-C95,NSGA-C99,NSGA-C100,MOGA-WS
85,85,0.0008163265306122449,0.0008163265306122449,0.0024489795918367346,0.0008163265306122449,0.0024489795918367346,0.0016326530612244899,0.0,0.005714285714285714,0.7395918367346939,0.022857142857142857
86,86,0.0008163265306122449,0.0,0.0,0.0,0.0008163265306122449,0.0016326530612244899,0.0,0.005714285714285714,0.7395918367346939,0.019591836734693877
87,87,0.0008163265306122449,0.0,0.0,0.0,0.0008163265306122449,0.0024489795918367346,0.0008163265306122449,0.005714285714285714,0.7395918367346939,0.022857142857142857
88,88,0.0,0.0,0.0008163265306122449,0.0,0.0016326530612244899,0.0024489795918367346,0.0,0.005714285714285714,0.7395918367346939,0.029387755102040815
89,89,0.0,0.0008163265306122449,0.0,0.0008163265306122449,0.0016326530612244899,0.0024489795918367346,0.0,0.005714285714285714,0.7395918367346939,0.02857142857142857
90,90,0.0,0.0008163265306122449,0.0,0.0016326530612244899,0.0016326530612244899,0.0024489795918367346,0.0,0.005714285714285714,0.7061224489795919,0.02122448979591837
91,91,0.0008163265306122449,0.0008163265306122449,0.0008163265306122449,0.0016326530612244899,0.0016326530612244899,0.0024489795918367346,0.0,0.005714285714285714,0.7061224489795919,0.0163265306122449
92,92,0.0,0.0008163265306122449,0.0,0.0008163265306122449,0.0008163265306122449,0.0024489795918367346,0.0,0.004897959183673469,0.7061224489795919,0.02040816326530612
93,93,0.0016326530612244899,0.0008163265306122449,0.0,0.0,0.0008163265306122449,0.0024489795918367346,0.0,0.004081632653061225,0.7061224489795919,0.018775510204081632
94,94,0.0008163265306122449,0.0016326530612244899,0.0,0.0008163265306122449,0.0008163265306122449,0.0024489795918367346,0.0008163265306122449,0.004081632653061225,0.7061224489795919,0.015510204081632653
95,95,0.0024489795918367346,0.0016326530612244899,0.0,0.0008163265306122449,0.0008163265306122449,0.0024489795918367346,0.0024489795918367346,0.004897959183673469,0.7061224489795919,0.015510204081632653
96,96,0.0016326530612244899,0.0016326530612244899,0.0008163265306122449,0.0016326530612244899,0.0008163265306122449,0.0016326530612244899,0.004081632653061225,0.004081632653061225,0.7061224489795919,0.013877551020408163
97,97,0.0024489795918367346,0.0016326530612244899,0.0,0.0008163265306122449,0.0008163265306122449,0.0016326530612244899,0.0016326530612244899,0.006530612244897959,0.7061224489795919,0.02122448979591837
98,98,0.0016326530612244899,0.0008163265306122449,0.0,0.0,0.0008163265306122449,0.0032653061224489797,0.0016326530612244899,0.007346938775510204,0.7061224489795919,0.017959183673469388
99,99,0.0024489795918367346,0.0008163265306122449,0.0,0.0008163265306122449,0.0008163265306122449,0.0032653061224489797,0.0024489795918367346,0.007346938775510204,0.7061224489795919,0.026938775510204082
100,100,0.0008163265306122449,0.0016326530612244899,0.0,0.0016326530612244899,0.0,0.0016326530612244899,0.0024489795918367346,0.007346938775510204,0.7061224489795919,0.015510204081632653
