time,coverage_pct,avg_snr_dB,avg_thr_Mbps,avg_availability_pct,avg_FSPL_dB,avg_Pr_dBm,avg_Gt_dBi,avg_G_rx_dBi,avg_L_atm_dB,avg_L_rain_dB
2024-01-01T02:27:00.000Z,100.0,20.648324869389246,194.89682739031454,99.01983093039067,169.64949660196365,-64.34137517397093,29.826780487337132,35.0,0.12195404650648194,12.396705012837957
