,case,coverage,altitude,num_sats,inclinatiom,num_planes,num_sats_per_plane,phasing
0,2016,0.7915857605177994,685.0,51,18.0,3,17,2.0
1,100,0.7915857605177994,685.0,51,18.0,3,17,2.0
2,2016,0.7586685159500693,825.0,36,20.0,3,12,2.0
3,100,0.7586685159500693,825.0,36,20.0,3,12,2.0
4,2016,0.7071659731853907,547.0,68,18.0,4,17,3.0
5,100,0.7071659731853907,547.0,68,18.0,4,17,3.0
6,2016,0.9952843273231623,607.0,110,20.0,5,22,1.0
7,2016,0.899953767914933,691.0,68,22.0,4,17,3.0
8,2016,0.9605177993527508,607.0,90,20.0,5,18,1.0
9,2016,0.8080443828016644,776.0,48,20.0,2,24,1.0
10,2016,0.2848821081830791,684.0,16,15.0,8,2,1.0
11,2016,0.9876098012020342,552.0,115,19.0,5,23,1.0
12,2016,0.9989828941285251,635.0,120,19.0,8,15,7.0
13,2016,0.9780859916782247,552.0,110,19.0,5,22,1.0
14,2016,0.9890892279241794,623.0,105,20.0,5,21,4.0
15,100,0.9890892279241794,623.0,105,20.0,5,21,4.0
16,2016,0.9739251040221913,825.0,63,21.0,7,9,2.0
17,2016,0.9730929264909848,821.0,63,21.0,7,9,2.0
18,2016,0.2840499306518724,894.0,11,22.0,11,1,4.0
19,2016,0.919001386962552,552.0,90,19.0,5,18,1.0
20,2016,0.30106333795654183,943.0,11,22.0,11,1,4.0
21,2016,0.8896902450300509,755.0,56,18.0,7,8,3.0
22,2016,0.9239019879796578,689.0,72,18.0,4,18,3.0
23,2016,0.6723069810448451,625.0,44,16.0,4,11,3.0
24,2016,1.0,504.0,216,22.0,9,24,2.0
25,2016,0.5414701803051317,526.0,44,21.0,2,22,1.0
26,2016,0.2819232547387887,769.0,14,15.0,14,1,1.0
27,2016,0.9799352750809062,511.0,168,24.0,7,24,4.0
28,2016,0.4689782709200185,897.0,18,21.0,6,3,1.0
29,2016,0.2552935737401757,526.0,24,21.0,3,8,1.0
30,2016,0.19935275080906148,511.0,21,24.0,3,7,2.0
31,2016,0.7836338418862691,755.0,42,18.0,2,21,1.0
32,100,0.7836338418862691,755.0,42,18.0,2,21,1.0
33,2016,0.9991678224687933,526.0,168,21.0,7,24,6.0
34,2016,0.8339343504392048,924.0,34,18.0,2,17,1.0
35,2016,0.9335182616736015,755.0,68,24.0,4,17,3.0
36,2016,0.5578363384188627,997.0,20,24.0,2,10,1.0
37,2016,0.9926953305594083,526.0,144,19.0,6,24,5.0
38,2016,0.9228848821081831,526.0,102,19.0,6,17,5.0
39,2016,0.8233009708737864,929.0,32,20.0,2,16,1.0
40,2016,0.7184466019417476,755.0,34,18.0,2,17,1.0
41,2016,0.8219140083217753,924.0,32,19.0,2,16,1.0
42,2016,0.4866389274156264,506.0,44,23.0,2,22,1.0
43,2016,0.39029126213592236,511.0,32,19.0,2,16,1.0
44,2016,0.4013869625520111,526.0,32,20.0,2,16,1.0
