lat,lon,beam_id,SNR_dB,throughput_Mbps,availability_pct,FSPL_dB,Pr_dBm,Gt_dBi,G_rx_dBi,L_atm_dB,L_rain_dB
7.553306039000036,111.54208323299952,SAT_10038,20.838657545938858,195.96744869590609,99.04119877155095,169.59305780289355,-64.15104249742133,29.90143144331002,35.0,0.12111859950960148,12.338297538328186
7.653306039000036,113.84208323299939,SAT_10098,19.892598403501026,190.64586601969324,98.93430740997977,169.86394186015679,-65.09710163985916,29.52475778342922,35.0,0.12533194341877688,12.63258561971282
7.653306039000036,113.94208323299938,SAT_10098,19.876993399057056,190.55808786969592,98.93240501392748,169.86833019280976,-65.11270664430313,29.518450559821595,35.0,0.1254017117397369,12.637425299575222
7.7533060390000355,114.14208323299937,SAT_10098,19.968194710849886,191.07109524853064,98.94346085027337,169.8426492382039,-65.0215053325103,29.555270688766562,35.0,0.12499406780049044,12.609132715272475
8.153306039000034,114.74208323299933,SAT_10098,20.0317446037932,191.42856339633676,98.9510839813495,169.8247059971919,-64.95795543956699,29.580867886226198,35.0,0.12471017157514977,12.589407157026143
8.353306039000033,115.2420832329993,SAT_10098,19.55875702752587,188.76800827983305,98.89259788734209,169.9573025704172,-65.43094301583432,29.38918827127905,35.0,0.12682615469555272,12.736002562000625
8.653306039000032,104.8420832329999,SAT_10098,20.9640498547235,196.67278043281968,99.05417757649963,169.55681476088512,-64.02565018863669,29.95071310320532,35.0,0.12056014500380231,12.298988385953088
8.653306039000032,104.94208323299989,SAT_10098,20.94951220426593,196.59100614899586,99.05268126165181,169.5610599405715,-64.04018783909426,29.945028500267423,35.0,0.1206246391768907,12.303531759613287
8.653306039000032,105.04208323299989,SAT_10098,20.92399830164888,196.44749044677496,99.05004729394203,169.56850505761184,-64.06570174171131,29.935045515480088,35.0,0.12073784493851358,12.311504354641029
8.653306039000032,106.5420832329998,SAT_10098,20.168846857828157,192.1997635752834,98.96723106468892,169.78585900665456,-64.82085318553203,29.635924454675955,35.0,0.124098127827166,12.546820505726268
8.753306039000032,104.94208323299989,SAT_10098,20.996400040395656,196.85475022722557,99.05748971333773,169.54736026455703,-63.99330000296453,29.963353398579663,35.0,0.12041665344446459,12.288876483542712
8.753306039000032,105.04208323299989,SAT_10098,20.97085476651084,196.71105806162348,99.0548712242911,169.5548268903841,-64.01884527684935,29.953373095240625,35.0,0.12052995842638715,12.296861523279478
8.753306039000032,105.14208323299988,SAT_10098,20.934346718175973,196.50570028973985,99.05111158057086,169.56548613345362,-64.05535332518421,29.939095584744564,35.0,0.12069192616543181,12.30827085030973
8.853306039000032,104.8420832329999,SAT_10098,21.046636158142086,197.13732838954922,99.06260366341523,169.5326570753317,-63.9430638852181,29.982956376481194,35.0,0.12019389701023378,12.273169289357355
8.853306039000032,104.94208323299989,SAT_10098,21.03206788290501,197.0553818413407,99.06112287023801,169.53692363041108,-63.95763216045518,29.977274842643165,35.0,0.12025848678188385,12.27772488590538
8.853306039000032,105.04208323299989,SAT_10098,21.006500354963165,196.9115644966678,99.05851627534581,169.54440618454655,-63.98319968839702,29.96729724764192,35.0,0.12037185994902458,12.285718891543379
8.853306039000032,105.14208323299988,SAT_10098,20.9699606172409,196.70602847198006,99.05477375800193,169.55508811912918,-64.01973942611929,29.953023611612682,35.0,0.12053392478279538,12.297140993819992
8.853306039000032,105.24208323299987,SAT_10098,20.922487100174905,196.43898993848384,99.04988068392105,169.56894582525985,-64.06721294318528,29.93445396336106,35.0,0.12074455085399108,12.311976530432515
8.853306039000032,114.64208323299934,SAT_10098,20.61076305508955,194.68554218487873,99.0168629193431,169.65936484433234,-64.37893698827064,29.81182415134022,35.0,0.12212943233332496,12.409266862945186
8.953306039000031,104.8420832329999,SAT_10098,21.07105288545688,197.27467248069496,99.06507166493017,169.52550131142672,-63.91864715790331,29.992472781045382,35.0,0.12008565921874698,12.265532968303221
8.953306039000031,104.94208323299989,SAT_10098,21.056477173000005,197.19268409812503,99.06359563026709,169.5297737310122,-63.93322287036018,29.986792804721404,35.0,0.12015027000996409,12.270091674059422
8.953306039000031,105.04208323299989,SAT_10098,21.030896627015395,197.0487935269616,99.06099742720187,169.53726655621813,-63.95880341634479,29.97681794494162,35.0,0.12026367996060348,12.278091125107677
8.953306039000031,105.14208323299988,SAT_10098,20.994338360417288,196.84315327734726,99.05726699341666,169.5479631228903,-63.9953616829429,29.96254822183832,35.0,0.12042579712913447,12.289520984761772
8.953306039000031,105.24208323299987,SAT_10098,20.94684090276118,196.57598007803165,99.05238977931651,169.56183975765143,-64.042859140599,29.94398366421292,35.0,0.12063649078474427,12.304366556375765
8.953306039000031,105.34208323299987,SAT_10098,20.8884539311437,196.2475533626833,99.04634658002081,169.57886595121613,-64.10124611221649,29.921124309536722,35.0,0.1208955922435256,12.322608878293558
9.05330603900003,104.8420832329999,SAT_10098,21.084179209639963,197.3485080542248,99.06639140935589,169.52165185009017,-63.905520833720225,29.99758566935659,35.0,0.12002747934919723,12.261427173637456
9.05330603900003,104.94208323299989,SAT_10098,21.06960137817947,197.2665077522595,99.06491817945765,169.5259268746584,-63.92009866518072,29.991907265851687,35.0,0.1200920930973964,12.265986963276605
9.05330603900003,105.04208323299989,SAT_10098,21.04401712970855,197.12259635461058,99.06232492287572,169.53342426220817,-63.94568291365164,29.981935168171283,35.0,0.12020550818541892,12.273988311429326
9.05330603900003,105.14208323299988,SAT_10098,21.00745360787255,196.9169265442831,99.0586016120114,169.54412732833387,-63.98224643548764,29.967669396444823,35.0,0.12036763258087774,12.285420871017706
9.05330603900003,105.24208323299987,SAT_10098,20.95994938574526,196.64971529481713,99.0537337476095,169.55801237098967,-64.02975065761493,29.949109979469622,35.0,0.12057833542409385,12.300269930670789
9.05330603900003,105.34208323299987,SAT_10098,20.9015541962671,196.32124235400244,99.04770219148389,169.57504884411858,-64.08814584709309,29.926256954711665,35.0,0.12083744786544022,12.318516509820721
9.05330603900003,105.44208323299986,SAT_10098,20.832328588206863,195.9318483086636,99.04048294345856,169.5951995790924,-64.15737145515332,29.89911036830659,35.0,0.12114476413673435,12.340137480230787
9.15330603900003,104.8420832329999,SAT_10098,21.086000793507466,197.3587544634795,99.06656847235317,169.5211175062554,-63.90369924985272,29.998295031228633,35.0,0.1200194059925646,12.260857368833397
9.15330603900003,104.94208323299989,SAT_10098,21.07142618376838,197.27677228369717,99.06509611193263,169.52539186164014,-63.91827385959181,29.99261821584461,35.0,0.12008400456675573,12.265416209229517
9.15330603900003,105.04208323299989,SAT_10098,21.04584758775313,197.13289268111137,99.06250438908471,169.53288807718832,-63.94385245560706,29.982648907135864,35.0,0.12019739302629086,12.273415892528316
9.15330603900003,105.14208323299988,SAT_10098,21.009292140341365,196.9272682894202,99.05878328751658,169.54358947369786,-63.98040790301882,29.96838712522904,35.0,0.1203594793703512,12.28484607517965
9.15330603900003,105.24208323299987,SAT_10098,20.961798402190993,196.66011601232435,99.05391832437938,169.55747235648926,-64.0279016411692,29.94983289891748,35.0,0.1205701327839971,12.29969205081342
9.15330603900003,105.34208323299987,SAT_10098,20.903416090305498,196.33171550796845,99.04789038324785,169.57450618895362,-64.08628395305469,29.926986265661995,35.0,0.12082918447507225,12.317934845287995
9.15330603900003,105.44208323299986,SAT_10098,20.834205734158076,195.9424072546392,99.0406754914025,169.59465381389137,-64.15549430920211,29.89984727159184,35.0,0.12113642874503641,12.339551338157541
9.15330603900003,105.54208323299986,SAT_10098,20.754238262361227,195.4925902257819,99.0322445369095,169.61787171931263,-64.23546178099896,29.868415971505986,35.0,0.12149162428019032,12.364514408912122
9.25330603900003,104.8420832329999,SAT_10098,21.076515644726058,197.30540050158407,99.06560391695692,169.52389950496496,-63.91318439863413,29.994600865248298,35.0,0.12006144590024033,12.263824313017233
