,generation,index,coverage,altitude,num_sats,inclination,num_planes,num_sats_per_plane,phasing
0,0,1,0.9988904299583912,552,216,25,12,18,2
1,0,2,0.009986130374479889,802,1,21,1,1,1
2,0,3,0.7071659731853907,547,68,18,4,17,3
3,0,4,0.8339343504392048,513,92,23,4,23,3
4,0,5,0.9478502080443828,859,56,23,7,8,4
5,0,6,0.3021729079981507,801,13,19,13,1,3
6,0,7,0.9257512713823394,857,54,21,6,9,2
7,0,8,0.09431345353675451,610,6,20,2,3,1
8,0,9,0.8644475265834489,694,72,16,6,12,5
9,0,10,0.4929264909847434,563,36,21,2,18,1
10,0,11,0.9727230698104484,650,120,25,10,12,4
11,0,12,0.26056403143781787,616,16,19,2,8,1
12,0,13,0.7586685159500693,825,36,20,3,12,2
13,0,14,0.9302820157189089,607,115,25,5,23,1
14,0,15,0.5453536754507629,583,63,22,7,9,6
15,0,16,0.9990753582986592,852,88,23,4,22,2
16,0,17,0.27360147942672214,705,14,19,2,7,1
17,0,18,0.3388811835413777,573,24,19,3,8,2
18,0,19,1.0,882,133,24,7,19,4
19,0,20,0.7915857605177994,685,51,18,3,17,2
20,0,21,0.3324086916319926,546,56,15,14,4,3
21,0,22,0.9928802588996763,805,91,16,7,13,5
22,0,23,0.9813222376329173,739,90,23,5,18,1
23,0,24,0.4575127138233934,893,24,25,6,4,3
24,0,25,0.15931576514100787,722,8,17,8,1,6
25,0,26,0.7148404993065187,578,78,20,13,6,9
26,0,27,0.02061950993989829,665,4,22,1,4,1
27,0,28,0.2616736014794267,529,30,18,10,3,2
28,0,29,0.8042533518261673,874,42,22,14,3,13
29,0,30,0.9426722145168747,772,66,17,3,22,2
30,0,31,0.7102172907998151,984,27,23,3,9,2
31,0,32,1.0,691,135,22,9,15,2
32,0,33,0.3630143319463708,626,22,18,2,11,1
33,0,34,0.9121590383726306,943,63,16,7,9,4
34,0,35,0.24743411927877948,640,20,18,4,5,3
35,0,36,0.7779010633379565,635,180,15,12,15,9
36,0,37,0.9969486823855755,945,105,25,5,21,2
37,0,38,0.7748497457235322,811,54,25,3,18,1
38,0,39,0.13573740175681923,931,8,15,4,2,2
39,0,40,0.7979657882570504,948,54,19,9,6,2
40,0,41,1.0,835,147,22,7,21,4
41,0,42,1.0,821,286,17,13,22,7
42,0,43,0.10901525658807212,827,24,16,1,24,1
43,0,44,0.11234396671289876,860,22,16,1,22,1
44,0,45,0.14766527970411467,988,20,23,1,20,1
45,0,46,0.9867776236708276,967,132,24,12,11,4
46,0,47,0.9989828941285251,848,198,16,11,18,5
47,0,48,1.0,865,154,19,7,22,6
48,0,49,0.829033749422099,975,140,20,14,10,4
49,0,50,1.0,993,216,18,9,24,4
50,1,1,0.009986130374479889,802,1,21,1,1,1
51,1,2,0.5483125288950532,513,54,23,3,18,2
52,1,3,0.8723994452149791,988,36,21,2,18,1
53,1,4,1.0,578,286,20,13,22,1
54,1,5,0.9988904299583912,552,216,25,12,18,2
55,1,6,1.0,691,135,22,9,15,2
56,1,7,0.6416088765603328,945,27,25,3,9,2
57,1,8,0.4575127138233934,893,24,25,6,4,3
58,1,9,0.18566805362921868,827,8,16,8,1,1
59,1,10,0.02061950993989829,665,4,22,1,4,1
60,1,11,0.9426722145168747,772,66,17,3,22,2
61,1,12,0.3630143319463708,626,22,18,2,11,1
62,1,13,0.3021729079981507,801,13,19,13,1,3
63,1,14,0.9999075358298659,967,99,24,9,11,4
64,1,15,0.9302820157189089,607,115,25,5,23,1
65,1,16,0.15931576514100787,722,8,17,8,1,6
66,1,17,0.7915857605177994,685,51,18,3,17,2
67,1,18,0.4929264909847434,563,36,21,2,18,1
68,1,19,0.9813222376329173,739,90,23,5,18,1
69,1,20,0.7179842810910773,640,60,25,12,5,3
70,1,21,0.26056403143781787,616,16,19,2,8,1
71,1,22,0.7586685159500693,825,36,20,3,12,2
72,1,23,0.09431345353675451,610,6,20,2,3,1
73,1,24,0.5635691169671753,610,36,20,2,18,1
74,1,25,0.3388811835413777,573,24,19,3,8,2
75,1,26,0.8989366620434581,852,56,23,7,8,2
76,1,27,0.12612112806287565,811,6,25,3,2,2
77,1,28,0.6643550624133149,616,44,20,2,22,1
78,1,29,0.42228386500231163,546,52,15,13,4,3
79,1,30,1.0,945,126,21,6,21,2
80,1,31,0.810171058714748,872,36,16,4,9,1
81,1,32,0.2616736014794267,529,30,18,10,3,2
82,1,33,0.8644475265834489,694,72,16,6,12,5
83,1,34,0.9727230698104484,650,120,25,10,12,4
84,1,35,0.8339343504392048,513,92,23,4,23,3
85,1,36,0.44613962089690246,650,30,25,10,3,9
86,1,37,1.0,882,133,24,7,19,4
87,1,38,0.7148404993065187,578,78,20,13,6,9
88,1,39,0.7071659731853907,547,68,18,4,17,3
89,1,40,0.9730004623208507,705,92,23,4,23,3
90,1,41,0.27360147942672214,705,14,19,2,7,1
91,1,42,0.8530744336569579,859,45,15,3,15,1
92,1,43,0.4831252889505317,691,27,22,3,9,2
93,1,44,0.9478502080443828,859,56,23,7,8,4
94,1,45,0.983448913546001,975,56,23,7,8,4
95,1,46,0.8865464632454924,547,119,16,7,17,3
96,1,47,0.9990753582986592,852,88,23,4,22,2
97,1,48,0.9257512713823394,857,54,21,6,9,2
98,1,49,0.26944059177068885,546,30,18,10,3,2
99,1,50,0.7102172907998151,984,27,23,3,9,2
100,2,1,0.009986130374479889,802,1,21,1,1,1
101,2,2,0.5483125288950532,513,54,23,3,18,2
102,2,3,0.8723994452149791,988,36,21,2,18,1
103,2,4,1.0,578,286,20,13,22,1
104,2,5,1.0,857,92,21,4,23,3
105,2,6,0.9988904299583912,552,216,25,12,18,2
106,2,7,0.992417938049006,650,170,25,10,17,3
107,2,8,0.4575127138233934,893,24,25,6,4,3
108,2,9,0.9513638465094776,513,162,23,9,18,2
109,2,10,0.9426722145168747,772,66,17,3,22,2
110,2,11,0.02061950993989829,665,4,22,1,4,1
111,2,12,0.1650485436893204,945,6,21,3,2,2
112,2,13,0.3021729079981507,801,13,19,13,1,3
113,2,14,1.0,691,135,22,9,15,2
114,2,15,0.22699953767914932,975,8,16,8,1,4
115,2,16,0.6039759593157651,563,44,20,2,22,1
116,2,17,0.6416088765603328,945,27,25,3,9,2
117,2,18,0.07665279704114655,535,6,20,2,3,1
118,2,19,0.9302820157189089,607,115,25,5,23,1
119,2,20,0.15931576514100787,722,8,17,8,1,6
120,2,21,0.993712436430883,872,72,16,4,18,1
121,2,22,0.4929264909847434,563,36,21,2,18,1
122,2,23,0.3630143319463708,626,22,18,2,11,1
123,2,24,0.18566805362921868,827,8,16,8,1,1
124,2,25,0.9893666204345816,745,112,17,7,16,1
125,2,26,0.8546463245492372,552,108,16,6,18,2
126,2,27,0.765788257050393,640,56,23,7,8,4
127,2,28,0.9813222376329173,739,90,23,5,18,1
128,2,29,0.9990753582986592,852,88,23,4,22,2
129,2,30,0.6643550624133149,616,44,20,2,22,1
130,2,31,0.2859916782246879,546,21,18,7,3,2
131,2,32,0.7586685159500693,825,36,20,3,12,2
132,2,33,0.2616736014794267,529,30,18,10,3,2
133,2,34,0.5635691169671753,610,36,20,2,18,1
134,2,35,0.3388811835413777,573,24,19,3,8,2
135,2,36,0.8859916782246879,681,110,18,10,11,1
136,2,37,0.7296347665279704,573,56,19,7,8,2
137,2,38,0.44613962089690246,650,30,25,10,3,9
138,2,39,0.23476652797041148,573,16,19,2,8,1
139,2,40,0.7102172907998151,984,27,23,3,9,2
140,2,41,0.39713361072584374,852,24,23,4,6,2
141,2,42,0.42228386500231163,546,52,15,13,4,3
142,2,43,0.27360147942672214,705,14,19,2,7,1
143,2,44,0.6908922792417937,513,72,23,4,18,2
144,2,45,0.9720758206195099,857,63,16,7,9,2
145,2,46,0.09431345353675451,610,6,20,2,3,1
146,2,47,0.9511789181692094,552,126,25,7,18,2
147,2,48,0.12954230235783634,616,8,20,8,1,1
148,2,49,0.810171058714748,872,36,16,4,9,1
149,2,50,0.9884419787332409,975,56,19,7,8,4
150,3,1,0.009986130374479889,802,1,21,1,1,1
