time,coverage_pct,avg_snr_dB,avg_thr_Mbps,avg_availability_pct,avg_FSPL_dB,avg_Pr_dBm,avg_Gt_dBi,avg_G_rx_dBi,avg_L_atm_dB,avg_L_rain_dB
2024-01-01T07:02:00.000Z,100.0,19.581051882379477,188.89341683838458,98.92172363840785,170.6033993192738,-65.40864816098072,29.745623666187317,35.0,0.12240770455903735,12.428464803335187
