time,coverage_pct,avg_snr_dB,avg_thr_Mbps,avg_availability_pct,avg_FSPL_dB,avg_Pr_dBm,avg_Gt_dBi,avg_G_rx_dBi,avg_L_atm_dB,avg_L_rain_dB
2024-01-01T06:29:00.000Z,100.0,19.674374795095495,189.4183582224122,98.93337894975265,170.57897924995953,-65.31532524826468,29.786921007175525,35.0,0.1220186479921916,12.40124835748849
