,case,coverage,altitude,num_sats,inclinatiom,num_planes,num_sats_per_plane,phasing
0,80,1.0,511.0,168,20.0,7,24,3.0
1,80,1.0,511.0,168,20.0,7,24,2.0
2,80,1.0,583.0,147,21.0,7,21,2.0
3,80,1.0,583.0,147,22.0,7,21,2.0
4,80,1.0,598.0,136,20.0,8,17,6.0
5,80,1.0,622.0,119,21.0,7,17,3.0
6,80,1.0,714.0,96,19.0,4,24,3.0
7,80,1.0,722.0,88,19.0,4,22,1.0
8,80,1.0,772.0,80,19.0,4,20,3.0
9,80,1.0,801.0,77,19.0,7,11,1.0
10,80,1.0,835.0,72,19.0,4,18,1.0
11,80,1.0,855.0,68,19.0,4,17,2.0
12,80,1.0,915.0,64,20.0,4,16,3.0
13,80,1.0,989.0,60,19.0,4,15,3.0
14,80,1.0,989.0,60,20.0,4,15,3.0
15,80,0.9998150716597318,501.0,208,19.0,13,16,3.0
16,80,0.9997226074895977,675.0,114,20.0,6,19,3.0
17,80,0.9996301433194638,607.0,135,18.0,9,15,8.0
18,80,0.9996301433194638,959.0,54,20.0,6,9,1.0
19,80,0.9995376791493297,583.0,126,21.0,7,18,2.0
20,80,0.9994452149791956,879.0,64,19.0,4,16,3.0
21,80,0.9993527508090615,565.0,147,20.0,7,21,6.0
22,80,0.9989828941285251,623.0,110,19.0,5,22,1.0
23,80,0.9987979657882571,867.0,64,19.0,4,16,3.0
24,80,0.998705501618123,714.0,84,19.0,4,21,2.0
25,80,0.9986130374479889,582.0,144,19.0,6,24,2.0
26,80,0.9986130374479889,801.0,76,20.0,4,19,3.0
27,80,0.9985205732778548,835.0,68,21.0,4,17,2.0
28,80,0.9980582524271845,513.0,154,20.0,7,22,5.0
29,80,0.9980582524271845,843.0,64,20.0,4,16,3.0
30,80,0.997411003236246,773.0,72,19.0,4,18,1.0
31,80,0.9973185390661119,764.0,77,19.0,7,11,1.0
32,80,0.9971336107258437,772.0,72,19.0,4,18,1.0
33,80,0.9970411465557096,929.0,60,19.0,4,15,3.0
34,80,0.9968562182154416,915.0,63,20.0,7,9,3.0
35,80,0.9967637540453075,565.0,144,19.0,6,24,2.0
36,80,0.9967637540453075,602.0,110,20.0,11,10,6.0
37,80,0.9960240406842349,923.0,60,19.0,4,15,3.0
38,80,0.9959315765141008,928.0,54,19.0,6,9,1.0
39,80,0.9957466481738326,587.0,120,19.0,5,24,3.0
40,80,0.9955617198335645,896.0,60,20.0,4,15,3.0
41,80,0.9953767914932964,501.0,168,19.0,7,24,1.0
42,80,0.9953767914932964,665.0,108,18.0,9,12,3.0
43,80,0.9952843273231623,756.0,72,19.0,4,18,1.0
44,80,0.9950993989828941,691.0,88,20.0,4,22,1.0
45,80,0.9938973647711512,743.0,72,19.0,4,18,1.0
46,80,0.9938049006010171,565.0,126,19.0,14,9,1.0
47,80,0.9935275080906149,989.0,48,20.0,6,8,2.0
48,80,0.9934350439204808,598.0,119,19.0,7,17,2.0
49,80,0.9933425797503468,773.0,68,20.0,4,17,2.0
50,80,0.9930651872399445,602.0,105,20.0,5,21,2.0
51,80,0.9928802588996763,535.0,126,21.0,7,18,2.0
52,80,0.9923254738788719,625.0,100,20.0,5,20,3.0
53,80,0.9914932963476653,896.0,54,19.0,6,9,1.0
54,80,0.9914008321775312,675.0,88,19.0,4,22,1.0
55,80,0.991123439667129,531.0,126,21.0,7,18,2.0
56,80,0.9910309754969949,583.0,120,19.0,6,20,3.0
57,80,0.9907535829865927,511.0,136,21.0,8,17,6.0
58,80,0.9907535829865927,665.0,92,19.0,4,23,1.0
59,80,0.9906611188164586,801.0,64,20.0,4,16,3.0
60,80,0.9903837263060564,867.0,54,20.0,6,9,1.0
61,80,0.9901987979657882,511.0,133,20.0,7,19,1.0
62,80,0.9892741562644475,668.0,84,19.0,4,21,2.0
63,80,0.9879796578825705,601.0,114,19.0,6,19,3.0
64,80,0.9871474803513638,864.0,60,22.0,4,15,3.0
65,80,0.9868700878409616,722.0,72,19.0,4,18,1.0
66,80,0.9844660194174757,973.0,48,19.0,6,8,2.0
67,80,0.9840036985668054,501.0,140,19.0,10,14,1.0
68,80,0.9840036985668054,714.0,72,19.0,4,18,1.0
69,80,0.983541377716135,513.0,126,21.0,7,18,2.0
70,80,0.9833564493758669,511.0,126,20.0,7,18,2.0
71,80,0.9828941285251965,588.0,114,20.0,6,19,3.0
72,80,0.9821544151641239,582.0,114,19.0,6,19,3.0
73,80,0.9821544151641239,743.0,68,20.0,4,17,2.0
74,80,0.9817845584835876,565.0,112,20.0,7,16,3.0
75,80,0.9816920943134535,806.0,63,19.0,7,9,2.0
76,80,0.9803051317614424,623.0,95,20.0,5,19,4.0
77,80,0.9800277392510403,645.0,84,19.0,4,21,2.0
78,80,0.9788257050392972,835.0,54,20.0,6,9,1.0
79,80,0.9773462783171522,943.0,48,19.0,6,8,2.0
80,80,0.977161349976884,772.0,64,19.0,4,16,3.0
81,80,0.9767914932963476,630.0,88,19.0,4,22,1.0
82,80,0.9763291724456773,598.0,102,19.0,6,17,5.0
83,80,0.9763291724456773,923.0,48,21.0,6,8,2.0
84,80,0.9756819232547388,501.0,133,19.0,7,19,1.0
85,80,0.9755894590846047,583.0,108,22.0,9,12,2.0
86,80,0.9744798890429959,531.0,119,19.0,7,17,2.0
87,80,0.973462783171521,675.0,78,19.0,6,13,3.0
88,80,0.9727230698104484,610.0,96,19.0,4,24,2.0
89,80,0.9720758206195099,598.0,96,19.0,4,24,3.0
90,80,0.9713361072584373,720.0,68,20.0,4,17,2.0
91,80,0.9694868238557559,623.0,90,19.0,5,18,1.0
92,80,0.9693943596856218,915.0,48,19.0,6,8,2.0
93,80,0.9693018955154877,645.0,80,19.0,4,20,3.0
94,80,0.9691169671752196,535.0,112,19.0,7,16,3.0
95,80,0.968377253814147,689.0,72,19.0,4,18,1.0
96,80,0.968284789644013,622.0,84,19.0,4,21,2.0
97,80,0.9665279704114655,610.0,88,19.0,4,22,1.0
98,80,0.9661581137309293,511.0,119,19.0,7,17,2.0
99,80,0.965788257050393,909.0,51,19.0,3,17,1.0
100,80,0.9655108645399908,801.0,54,20.0,6,9,1.0
101,80,0.9654184003698567,772.0,63,20.0,7,9,3.0
102,80,0.9653259361997226,501.0,126,20.0,14,9,1.0
103,80,0.9651410078594544,896.0,48,19.0,6,8,2.0
104,80,0.9650485436893204,587.0,96,19.0,4,24,3.0
105,80,0.96458622283865,583.0,105,22.0,5,21,2.0
106,80,0.9597780859916782,959.0,42,20.0,6,7,3.0
107,80,0.9595931576514101,751.0,64,19.0,8,8,6.0
108,80,0.9591308368007397,602.0,95,20.0,5,19,3.0
109,80,0.9590383726306057,601.0,91,19.0,7,13,5.0
110,80,0.9577438742487286,675.0,72,19.0,4,18,1.0
111,80,0.9567267683772538,610.0,84,19.0,4,21,2.0
112,80,0.9567267683772538,625.0,80,19.0,4,20,3.0
113,80,0.9562644475265835,513.0,112,19.0,7,16,3.0
114,80,0.9562644475265835,943.0,45,19.0,3,15,2.0
115,80,0.955617198335645,865.0,49,19.0,7,7,5.0
116,80,0.954507628294036,943.0,42,20.0,6,7,3.0
117,80,0.954322699953768,867.0,48,19.0,6,8,2.0
118,80,0.9540453074433657,667.0,76,19.0,4,19,1.0
119,80,0.9531206657420249,541.0,105,19.0,5,21,2.0
120,80,0.9524734165510864,694.0,68,20.0,4,17,2.0
121,80,0.951918631530282,645.0,77,19.0,7,11,1.0
122,80,0.951918631530282,843.0,52,19.0,4,13,2.0
123,80,0.9496994914470642,691.0,68,20.0,4,17,2.0
