time,coverage_pct,avg_snr_dB,avg_thr_Mbps,avg_availability_pct,avg_FSPL_dB,avg_Pr_dBm,avg_Gt_dBi,avg_G_rx_dBi,avg_L_atm_dB,avg_L_rain_dB
2024-01-01T08:40:00.000Z,100.0,20.6319930557528,194.8049609386095,99.01808396945812,169.65395776697656,-64.35770698760739,29.820185551708754,35.0,0.12202826752587971,12.401906504813699
