time,coverage_pct,avg_snr_dB,avg_thr_Mbps,avg_availability_pct,avg_FSPL_dB,avg_Pr_dBm,avg_Gt_dBi,avg_G_rx_dBi,avg_L_atm_dB,avg_L_rain_dB
2024-01-01T01:49:00.000Z,100.0,20.57858777356416,194.5045562262984,99.01218298838926,169.66952005059798,-64.41111226979604,29.799096928040356,35.0,0.12226443780761533,12.41842470943077
