time,coverage_pct,avg_snr_dB,avg_thr_Mbps,avg_availability_pct,avg_FSPL_dB,avg_Pr_dBm,avg_Gt_dBi,avg_G_rx_dBi,avg_L_atm_dB,avg_L_rain_dB
2024-01-01T04:40:00.000Z,100.0,20.637515693880538,194.83602577807804,99.01876344034379,169.65267252977276,-64.35218434947966,29.822576342119966,35.0,0.12200190807293916,12.400086253753924
