time,coverage_pct,avg_snr_dB,avg_thr_Mbps,avg_availability_pct,avg_FSPL_dB,avg_Pr_dBm,avg_Gt_dBi,avg_G_rx_dBi,avg_L_atm_dB,avg_L_rain_dB
2024-01-01T00:03:00.000Z,100.0,21.60168088540896,201.3538503704149,99.07369831020316,168.329223521032,-63.38801915795121,29.670099904002782,35.0,0.12493494618502314,12.603960594736987
