time,coverage_pct,avg_snr_dB,avg_thr_Mbps,avg_availability_pct,avg_FSPL_dB,avg_Pr_dBm,avg_Gt_dBi,avg_G_rx_dBi,avg_L_atm_dB,avg_L_rain_dB
2024-01-01T06:48:00.000Z,100.0,21.828780493710806,203.2064686475524,99.09624649848938,168.25754465848615,-63.160919549649385,29.746215227266063,35.0,0.12380810695092902,12.525782011478357
