,generation,coverage_max,coverage_min,coverage_mean,coverage_std,altitude_max,altitude_min,altitude_mean,altitude_std,costs_max,costs_min,costs_mean,costs_std
0,0,1.0,0.009986130374479889,0.6299667969570882,0.33332929230049513,984,513,703.030303030303,129.7308475383951,216.0,1.0,59.0,47.524993424512964
1,1,1.0,0.009986130374479889,0.6735620965394428,0.3267059458564689,988,513,712.8518518518518,137.6294460879219,216.0,1.0,65.81481481481481,53.01052728275061
2,2,1.0,0.009986130374479889,0.7120679142629333,0.31447617739864847,988,513,714.4492753623189,137.0990985759919,216.0,1.0,69.68115942028986,51.82989506226488
3,3,1.0,0.009986130374479889,0.7267548459118434,0.30437623963150445,988,513,706.7439024390244,132.09011243036664,234.0,1.0,70.03658536585365,52.071281893889164
4,4,1.0,0.009986130374479889,0.7322468793342579,0.29335253082167756,988,513,691.09375,129.78906596758003,234.0,1.0,72.51041666666667,53.54899277477573
5,5,1.0,0.009986130374479889,0.7199713361072584,0.2849220228641278,990,513,688.99,136.99218402831778,234.0,1.0,65.65,45.69339518613563
6,6,1.0,0.009986130374479889,0.7407839988320315,0.27927444586838973,990,513,694.6140350877193,136.06528292405196,234.0,1.0,67.23684210526316,46.30875653191706
7,7,1.0,0.009986130374479889,0.7360421636615812,0.2819154874967176,990,513,692.784,137.13035851264462,234.0,1.0,65.576,45.53539282799697
8,8,1.0,0.009986130374479889,0.7343860550333042,0.2782786789451795,990,513,688.9777777777778,136.0510476335594,273.0,1.0,65.62962962962963,47.84813362768548
9,9,1.0,0.009986130374479889,0.7332783383040379,0.27146242585495656,990,513,687.7843137254902,138.4205520361995,273.0,1.0,64.40522875816994,46.40134383099617
10,10,1.0,0.009986130374479889,0.7281110690819429,0.2752785562072588,990,513,690.7939393939394,140.44487230998166,273.0,1.0,63.93939393939394,48.60363543686038
11,11,1.0,0.009986130374479889,0.7263893282288786,0.27703635719563563,990,513,692.1228070175439,142.616689499648,273.0,1.0,63.56140350877193,50.320742142612325
12,12,1.0,0.009986130374479889,0.726018613439466,0.27194640792324015,990,513,697.9891304347826,146.84302570482137,273.0,1.0,62.26086956521739,49.29910263434012
13,13,1.0,0.009986130374479889,0.7181217542752448,0.2703992367178293,990,513,695.5079365079365,147.55877368694806,273.0,1.0,61.957671957671955,51.02188002572916
14,14,1.0,0.009986130374479889,0.715297100723985,0.2670324931349661,990,513,694.8298969072165,144.86390587684718,216.0,1.0,57.324742268041234,38.924567760244045
15,15,1.0,0.009986130374479889,0.7136792581110114,0.26433501882768184,990,513,695.0098039215686,143.80360821593442,216.0,1.0,56.73529411764706,38.8740359285114
16,16,1.0,0.009986130374479889,0.7118548571774231,0.2673871663317723,990,513,694.2616822429907,142.84486062021085,216.0,1.0,56.901869158878505,39.440151323187706
17,17,1.0,0.009986130374479889,0.7173580840103032,0.26782756976977096,990,513,696.3482142857143,142.85827966395868,216.0,1.0,57.049107142857146,38.906606573609956
18,18,1.0,0.009986130374479889,0.7161699732657943,0.26667526478551523,990,513,699.5782608695653,143.00404750897476,216.0,1.0,55.665217391304346,36.59964097344193
19,19,1.0,0.009986130374479889,0.7057489795353873,0.26545677251271066,990,513,697.7435897435897,140.5177216899948,216.0,1.0,54.38461538461539,36.53661721466457
20,20,1.0,0.009986130374479889,0.7019834322396793,0.2684610521709075,990,513,694.1762295081967,138.96340848460446,180.0,1.0,54.549180327868854,36.79933405619855
21,21,1.0,0.009986130374479889,0.6988391214090814,0.26956196773746693,990,513,691.7921568627451,138.8241110056562,180.0,1.0,54.28235294117647,36.79522342482533
22,22,1.0,0.009986130374479889,0.6995757941507589,0.2730996156989286,990,513,695.1526717557252,139.31045147219245,180.0,1.0,54.225190839694655,36.950298695927074
23,23,1.0,0.009986130374479889,0.6979429300142478,0.2732524691110473,990,513,695.449814126394,138.61406979493307,180.0,1.0,54.07063197026022,37.149037170010544
24,24,1.0,0.009986130374479889,0.6969819428784295,0.2736113877439384,990,513,695.7302158273382,138.79326191505777,180.0,1.0,53.9568345323741,37.3303857039121
25,25,1.0,0.009986130374479889,0.6909154758280295,0.2744596932379598,990,513,693.5505226480836,139.56201490724703,180.0,1.0,53.24390243902439,37.04207241467012
26,26,1.0,0.009986130374479889,0.6940827569784935,0.27278452323060365,990,513,691.247491638796,138.17231831686158,180.0,1.0,53.66555183946488,36.95937163459331
27,27,1.0,0.009986130374479889,0.690423654015887,0.2763255503675285,990,513,693.2012987012987,138.77924634666718,180.0,1.0,53.27597402597402,37.00970654472973
28,28,1.0,0.009986130374479889,0.6858085570017514,0.27550306753542664,990,513,695.1791530944625,140.27187824159265,180.0,1.0,51.22801302931596,33.90789326657746
29,29,1.0,0.009986130374479889,0.6826515563826612,0.27711568112521107,990,500,694.8860759493671,140.28171088449102,180.0,1.0,51.449367088607595,35.06756244887981
30,30,1.0,0.009986130374479889,0.6833707185379245,0.276227873895143,990,500,694.425925925926,140.0567468166435,308.0,1.0,52.148148148148145,37.71150422271159
31,31,1.0,0.009986130374479889,0.6830560106599176,0.2783565687712068,990,500,695.749244712991,141.23417248208932,308.0,1.0,51.95166163141994,37.80881837919048
32,32,1.0,0.009986130374479889,0.6827921984385353,0.2781409396569471,990,500,695.5905044510386,140.45357529920028,308.0,1.0,51.795252225519285,37.5745636639257
33,33,1.0,0.009986130374479889,0.6850976802684925,0.2778526024961067,990,500,695.4553314121038,141.764480024576,308.0,1.0,52.30259365994236,37.930085808477365
34,34,1.0,0.009986130374479889,0.6841217053253743,0.2789040134818293,990,500,694.9005524861878,141.88263672335677,308.0,1.0,53.21823204419889,40.855998710846436
35,35,1.0,0.009986130374479889,0.6872145106102009,0.27867666937733787,990,500,694.6287262872629,142.25001084569908,308.0,1.0,54.34959349593496,43.36704764962879
