,generation,coverage_max,coverage_min,coverage_mean,coverage_std,altitude_max,altitude_min,altitude_mean,altitude_std,costs_max,costs_min,costs_mean,costs_std
0,0,1.0,0.009986130374479889,0.6299667969570882,0.33332929230049513,984,513,703.030303030303,129.7308475383951,216.0,1.0,59.0,47.524993424512964
1,1,1.0,0.009986130374479889,0.641795583057719,0.333616435958058,993,513,713.8269230769231,136.70660169578375,276.0,1.0,59.73076923076923,53.28175767894174
2,2,1.0,0.009986130374479889,0.6794771571470601,0.31588815642990764,984,513,713.939393939394,134.3989330071976,276.0,1.0,61.18181818181818,50.15327555555118
3,3,1.0,0.009986130374479889,0.6910531909144947,0.30146911058888215,984,513,699.4155844155844,132.40491629540588,276.0,1.0,64.1948051948052,54.26131678253586
4,4,1.0,0.009986130374479889,0.7091318875299458,0.29141721496325973,989,513,698.6477272727273,131.96011586340543,276.0,1.0,62.19318181818182,46.379706708401756
5,5,1.0,0.009986130374479889,0.7028799869462349,0.2862586124219803,990,513,702.4803921568628,130.30183774090287,216.0,1.0,58.86274509803921,42.00920201308241
6,6,1.0,0.009986130374479889,0.7059864912102658,0.27981901880388177,990,513,703.7560975609756,128.6979142750359,216.0,1.0,57.1219512195122,39.18819355615058
7,7,1.0,0.009986130374479889,0.7096710409331769,0.2762282592577299,990,513,699.7307692307693,129.1145629421592,216.0,1.0,58.57692307692308,41.145961660918665
8,8,1.0,0.009986130374479889,0.7050995390801216,0.272975752040887,990,513,697.3181818181819,128.6497296901192,216.0,1.0,57.18939393939394,40.04942224964863
9,9,1.0,0.009986130374479889,0.6896355764331104,0.2749442342301546,990,513,689.6496350364963,127.35693191374965,216.0,1.0,55.40875912408759,38.817740551674824
10,10,1.0,0.009986130374479889,0.6818911753328238,0.28528669242687804,990,513,690.8299319727892,127.75417180275971,252.0,1.0,55.95238095238095,42.70660231484752
11,11,1.0,0.009986130374479889,0.674966651059657,0.28650428798891864,990,513,690.515923566879,128.4561486134841,252.0,1.0,54.611464968152866,42.015664002346305
12,12,1.0,0.009986130374479889,0.6764140713655277,0.2818050798226027,990,513,690.7636363636364,128.0560038929753,252.0,1.0,54.02424242424242,41.20738027597925
13,13,1.0,0.009986130374479889,0.6750239224161103,0.279972135613879,990,513,693.203488372093,131.65278358757396,252.0,1.0,52.81976744186046,40.14181095914962
14,14,1.0,0.009986130374479889,0.6749386535794303,0.28011530547263125,990,513,696.1978021978022,134.32489020185218,252.0,1.0,52.4010989010989,39.402843643365834
15,15,1.0,0.009986130374479889,0.6698069686168653,0.2825568450127714,990,513,694.2688172043011,135.64521607487242,252.0,1.0,51.5,38.487519914761855
16,16,1.0,0.009986130374479889,0.6820321976719169,0.27669836559903704,993,513,702.3217821782179,140.04146656971676,252.0,1.0,51.272277227722775,36.79322514647203
17,17,1.0,0.009986130374479889,0.6820850670365234,0.27771883878075954,993,513,701.7311320754717,138.5240012828598,252.0,1.0,51.06603773584906,36.26528607083523
18,18,1.0,0.009986130374479889,0.6812726884475764,0.27855086880274615,993,513,705.5470852017937,141.48420558724874,252.0,1.0,50.91479820627803,36.75971288977073
