,generation,coverage_max,coverage_min,coverage_mean,coverage_std,altitude_max,altitude_min,altitude_mean,altitude_std,costs_max,costs_min,costs_mean,costs_std
0,0,1.0,0.4575127138233934,0.8333538809266964,0.17900796665829855,893.0,513.0,707.3333333333334,128.7761395509551,216.0,24.0,83.55555555555556,47.2505489818369
1,1,1.0,0.4575127138233934,0.8752053771471248,0.16184324426047006,893.0,513.0,717.9615384615385,127.17782220787737,286.0,24.0,96.61538461538461,64.04815496051509
2,2,1.0,0.2848821081830791,0.8538511326860841,0.1859637197538136,893.0,513.0,708.1,125.05291293881467,286.0,16.0,92.26666666666667,61.83232796530627
3,3,1.0,0.2848821081830791,0.8713252291207745,0.18129429821386875,943.0,513.0,734.9411764705883,130.24032359251518,286.0,16.0,95.6470588235294,64.84474808898334
4,4,1.0,0.2848821081830791,0.8778651050495712,0.1781690114586322,943.0,513.0,722.3611111111111,131.21436175266305,286.0,16.0,100.55555555555556,68.89181765407659
5,5,1.0,0.2848821081830791,0.8816283690070098,0.1769723231250663,943.0,513.0,715.1351351351351,125.69830772355114,286.0,16.0,100.54054054054055,68.16955763820526
6,6,1.0,0.2848821081830791,0.8741298461132025,0.17922518728129744,943.0,513.0,717.1428571428571,129.51292074019278,286.0,16.0,90.02857142857142,59.82891574869015
7,7,1.0,0.2848821081830791,0.8776262392767247,0.1778875975600077,943.0,513.0,721.3888888888889,130.81574343388004,286.0,16.0,90.52777777777777,58.20185864047944
8,8,1.0,0.2840499306518724,0.8537296083481937,0.20367268745381173,943.0,513.0,716.2285714285714,129.30517612001685,273.0,11.0,86.62857142857143,59.00203671174796
9,9,1.0,0.2840499306518724,0.847737591426912,0.21469958873357006,943.0,513.0,721.5641025641025,131.62942297697865,273.0,11.0,85.28205128205128,57.3672145126872
10,10,1.0,0.2840499306518724,0.8516310905134016,0.21060990895791143,943.0,513.0,727.8048780487804,131.67179263460247,273.0,11.0,85.3170731707317,56.62571810776011
11,11,1.0,0.2840499306518724,0.8565558171789827,0.20697207688787506,943.0,513.0,722.7209302325581,130.59594640784866,273.0,11.0,88.13953488372093,58.14783351626833
12,12,1.0,0.2840499306518724,0.866786673355564,0.20078668613276573,943.0,513.0,726.8723404255319,130.84219121111153,273.0,11.0,88.17021276595744,55.79711662681855
13,13,1.0,0.2840499306518724,0.8662659885960857,0.19867975981942373,943.0,513.0,728.7291666666666,128.7566961007471,273.0,11.0,84.08333333333333,48.34971598118227
14,14,1.0,0.2840499306518724,0.8662659885960857,0.19867975981942373,943.0,513.0,728.7291666666666,128.7566961007471,273.0,11.0,84.08333333333333,48.34971598118227
15,15,1.0,0.2840499306518724,0.8662948836492527,0.1986993798356658,943.0,513.0,728.7291666666666,128.7566961007471,273.0,11.0,84.08333333333333,48.34971598118227
16,16,1.0,0.2840499306518724,0.8696896789228867,0.19732101891956966,943.0,513.0,724.6938775510204,130.502107914271,273.0,11.0,85.59183673469387,49.29753136455673
17,17,1.0,0.2840499306518724,0.8696896789228867,0.19732101891956966,943.0,513.0,724.6938775510204,130.502107914271,273.0,11.0,85.59183673469387,49.29753136455673
18,18,1.0,0.2840499306518724,0.8722958853444289,0.19616471736166846,943.0,513.0,722.22,130.34276476479474,273.0,11.0,88.72,53.5716342853193
19,19,1.0,0.2840499306518724,0.8722958853444289,0.19616471736166846,943.0,513.0,722.22,130.34276476479474,273.0,11.0,88.72,53.5716342853193
20,20,1.0,0.2840499306518724,0.8722958853444289,0.19616471736166846,943.0,513.0,722.22,130.34276476479474,273.0,11.0,88.72,53.5716342853193
21,21,1.0,0.2840499306518724,0.8722958853444289,0.19616471736166846,943.0,513.0,722.22,130.34276476479474,273.0,11.0,88.72,53.5716342853193
22,22,1.0,0.2840499306518724,0.8722958853444289,0.19616471736166846,943.0,513.0,722.22,130.34276476479474,273.0,11.0,88.72,53.5716342853193
23,23,1.0,0.2840499306518724,0.8722958853444289,0.19616471736166846,943.0,513.0,722.22,130.34276476479474,273.0,11.0,88.72,53.5716342853193
24,24,1.0,0.2840499306518724,0.8737704043529286,0.19244188329122955,943.0,513.0,719.7115384615385,128.5439326041935,273.0,11.0,86.53846153846153,48.80953841949319
25,25,1.0,0.2840499306518724,0.8723771853221691,0.19157462732433247,943.0,511.0,714.0925925925926,129.84217829676828,308.0,11.0,89.85185185185185,56.92809347496735
26,26,1.0,0.2840499306518724,0.8719505736981465,0.18981886774146206,943.0,511.0,710.4,131.5170176286169,308.0,11.0,92.8,60.4882602628777
27,27,1.0,0.2840499306518724,0.8719505736981465,0.18981886774146206,943.0,511.0,710.4,131.5170176286169,308.0,11.0,92.8,60.4882602628777
28,28,1.0,0.2840499306518724,0.8741281949673073,0.1887899459795171,943.0,511.0,707.7678571428571,131.79612231451603,308.0,11.0,94.67857142857143,61.56241685339495
29,29,1.0,0.2840499306518724,0.8637934281947226,0.19585993519856953,943.0,504.0,713.6851851851852,130.4614197398261,216.0,11.0,83.57407407407408,43.93417110445946
30,30,1.0,0.2819232547387887,0.8532709200184928,0.20738922872541976,943.0,504.0,717.9464285714286,130.57333984363757,216.0,11.0,81.625,44.414396724076276
31,31,1.0,0.2819232547387887,0.84882905287994,0.21060257820118033,943.0,504.0,717.4655172413793,133.2844492208815,216.0,11.0,82.01724137931035,45.882187568991874
32,32,1.0,0.2819232547387887,0.8489629665056515,0.21069266776423046,943.0,504.0,717.3793103448276,133.408727927506,216.0,11.0,81.82758620689656,45.554724341838124
33,33,1.0,0.2819232547387887,0.8489629665056515,0.21069266776423046,943.0,504.0,717.3793103448276,133.408727927506,216.0,11.0,81.82758620689656,45.554724341838124
34,34,1.0,0.2819232547387887,0.8497347532068612,0.20895256616707358,943.0,504.0,720.4237288135594,134.30513423696036,216.0,11.0,81.20338983050847,45.414102192668096
35,35,1.0,0.2819232547387887,0.8519787332408691,0.20790209661688186,943.0,504.0,720.1333333333333,133.18108822159024,216.0,11.0,81.55,45.1075644751671
