,generation,coverage_max,coverage_min,coverage_mean,coverage_std,altitude_max,altitude_min,altitude_mean,altitude_std,costs_max,costs_min,costs_mean,costs_std
0,0,1.0,0.006564956079519187,0.6509952393447539,0.31333851703104276,983,503,728.5675675675676,154.6606573079234,252.0,1.0,60.24324324324324,54.22709726767678
1,1,1.0,0.006564956079519187,0.6362595969471666,0.32639185760006395,983,503,723.311475409836,159.46217325577112,252.0,1.0,57.36065573770492,50.97843752898056
2,2,1.0,0.006564956079519187,0.6697083776140642,0.31555294134782885,983,503,722.961038961039,155.19482166809098,252.0,1.0,58.324675324675326,46.925035837813056
3,3,1.0,0.006564956079519187,0.6974078510486277,0.3116905901498657,983,503,718.5227272727273,151.65068582771633,252.0,1.0,62.23863636363637,48.86363721416245
4,4,1.0,0.006564956079519187,0.7213708980699273,0.30382002713697576,990,503,727.5757575757576,152.91648320203876,286.0,1.0,65.55555555555556,52.595922520283246
5,5,1.0,0.006564956079519187,0.7322391739867469,0.2981266491377555,990,503,723.3611111111111,150.03423025836867,286.0,1.0,65.94444444444444,51.371986499304604
6,6,1.0,0.006564956079519187,0.7482184975355948,0.29154268569455943,990,503,727.0169491525423,153.80629303980695,286.0,1.0,66.87288135593221,50.10494057734536
7,7,1.0,0.006564956079519187,0.7342054741923097,0.29285932105152673,990,503,718.0932203389831,147.71420704248575,252.0,1.0,61.228813559322035,41.77195129293872
8,8,1.0,0.006564956079519187,0.7429133610725844,0.2861094593822909,990,503,714.304,147.10141465515687,252.0,1.0,60.576,39.37541889178103
9,9,1.0,0.006564956079519187,0.7439069240368605,0.2864624434934057,990,503,715.0601503759399,148.7372484678784,252.0,1.0,60.94736842105263,41.804254493770195
10,10,1.0,0.006564956079519187,0.7494558961850558,0.2828813495437346,990,503,716.5103448275862,146.57090231737766,252.0,1.0,60.37241379310345,40.31627477203537
11,11,1.0,0.006564956079519187,0.7532243198435765,0.28011046635240505,990,503,715.3694267515923,144.62454869393957,216.0,1.0,59.05732484076433,34.92120104665987
12,12,1.0,0.006564956079519187,0.7604777691327538,0.2765244260759794,990,503,714.9817073170732,144.38672816670797,216.0,1.0,59.65853658536585,36.09606117294666
13,13,1.0,0.006564956079519187,0.7620992555040095,0.27241107062646386,990,503,714.7988505747127,143.95563622513475,216.0,1.0,59.327586206896555,35.4198866112009
14,14,1.0,0.006564956079519187,0.7568272962831554,0.27558245404234105,990,503,713.5523255813954,145.76377848206005,216.0,1.0,58.98255813953488,36.39331502093449
15,15,1.0,0.006564956079519187,0.7634956593209021,0.27195132335791294,990,503,713.5444444444445,143.10406894972965,216.0,1.0,59.48888888888889,36.05729284726769
16,16,1.0,0.006564956079519187,0.7720859338881184,0.2669395272681874,993,503,717.8177083333334,144.45555159405887,216.0,1.0,59.828125,35.96503014491446
17,17,1.0,0.006564956079519187,0.7696173888397141,0.2638588339743983,993,503,716.643216080402,144.4030146783316,216.0,1.0,58.96482412060301,35.118180977894966
18,18,1.0,0.006564956079519187,0.7741612502606221,0.26183192954781465,993,503,715.0,144.01033077337937,216.0,1.0,59.6078431372549,35.190167923409184
19,19,1.0,0.006564956079519187,0.7697206011915666,0.25852110727137273,993,503,712.7311320754717,146.84846744562705,216.0,1.0,59.033018867924525,34.82405123471058
20,20,1.0,0.006564956079519187,0.7711331997739764,0.25739853564848036,993,503,711.1944444444445,147.10578116686366,216.0,1.0,59.86574074074074,36.58027848899555
21,21,1.0,0.005362921867776237,0.7648006087906423,0.2600866982167447,993,503,708.9070796460177,145.08163293926117,216.0,1.0,59.2212389380531,36.385035877288125
22,22,1.0,0.005362921867776237,0.7630700527126525,0.25875213738949043,993,503,707.6812227074236,145.10960360412938,216.0,1.0,58.624454148471614,35.48336050962482
23,23,1.0,0.005362921867776237,0.7613837084481695,0.2589276959431404,993,503,706.7682403433477,144.72163358791872,216.0,1.0,58.44206008583691,35.2957619202484
