,generation,nevals,new_hof,coverage_max,coverage_min,coverage_mean,coverage_std,altitude_max,altitude_min,altitude_mean,altitude_std,costs_max,costs_min,costs_mean,costs_std,coverage_gen,coverage_nevals,coverage_new_hof,altitude_gen,altitude_nevals,altitude_new_hof,costs_gen,costs_nevals,costs_new_hof
0,0,50,33,1.0,0.009986130374479889,0.6523143781784558,0.34144549941169766,993.0,513.0,760.64,144.81170670909174,286.0,1.0,75.4,64.50519358935372,0,50,33,0,50,33,0,50,33
1,1,50,21,1.0,0.829033749422099,0.9615552473416552,0.05583652481836859,993.0,513.0,794.12,129.681863034119,308.0,44.0,142.82,74.37840815720648,1,50,21,1,50,21,1,50,21
2,2,50,17,1.0,0.9727230698104484,0.9952288488210819,0.007713706669352432,988.0,513.0,796.44,115.79190990738516,308.0,54.0,149.16,62.60299034391249,2,50,17,2,50,17,2,50,17
3,3,50,8,1.0,0.953213129912159,0.9920647249190938,0.011643331063256821,988.0,513.0,758.72,127.64184893678092,308.0,54.0,131.88,57.58841550173091,3,50,8,3,50,8,3,50,8
4,4,50,12,1.0,0.9624595469255663,0.9929320388349514,0.0097992681210371,988.0,513.0,751.92,127.41896876054209,276.0,54.0,117.7,50.17260208520184,4,50,12,4,50,12,4,50,12
5,5,50,10,1.0,0.9558945908460471,0.9900046232085067,0.011896129084711745,988.0,513.0,738.54,128.98065126211762,276.0,54.0,117.24,55.67604871037455,5,50,10,5,50,10,5,50,10
6,6,50,11,1.0,0.9558945908460471,0.9907239944521499,0.012053064603740024,988.0,513.0,724.04,131.67337771926412,288.0,54.0,123.12,61.092271196936196,6,50,11,6,50,11,6,50,11
7,7,50,14,1.0,0.9558945908460471,0.990601941747573,0.01171698375314578,988.0,513.0,707.48,130.63724430651465,288.0,54.0,123.66,60.877453954645645,7,50,14,7,50,14,7,50,14
8,8,50,19,1.0,0.9524734165510864,0.9888673139158577,0.014540389858156264,943.0,513.0,679.04,120.44134838169157,276.0,54.0,123.6,55.62121897261871,8,50,19,8,50,19,8,50,19
9,9,50,14,1.0,0.9515487748497458,0.9887822468793342,0.01428785893439411,943.0,513.0,690.34,130.43613149737305,276.0,54.0,117.5,55.991874410489245,9,50,14,9,50,14,9,50,14
