,generation,nevals,new_hof,coverage_max,coverage_min,coverage_mean,coverage_std,altitude_max,altitude_min,altitude_mean,altitude_std,costs_max,costs_min,costs_mean,costs_std,coverage_gen,coverage_nevals,coverage_new_hof,altitude_gen,altitude_nevals,altitude_new_hof,costs_gen,costs_nevals,costs_new_hof
25,25,50,7,1.0,0.9909385113268608,0.9982080443828018,0.002888666507930029,988.0,513.0,646.08,120.3035893063877,264.0,56.0,120.88,39.835481671494826,25,50,7,25,50,7,25,50,7
26,26,50,4,1.0,0.9909385113268608,0.9979010633379565,0.002911799339490785,988.0,513.0,680.98,129.83073441985914,264.0,56.0,110.02,37.1997258054411,26,50,4,26,50,4,26,50,4
27,27,50,10,1.0,0.9909385113268608,0.9974849745723532,0.0030873618869657594,988.0,513.0,684.78,129.37206653679146,264.0,56.0,104.62,35.11973234522154,27,50,10,27,50,10,27,50,10
28,28,50,4,1.0,0.9909385113268608,0.9980212667591308,0.0028734198597522376,988.0,513.0,699.12,139.66254186430947,264.0,56.0,105.46,42.340151157028245,28,50,4,28,50,4,28,50,4
29,29,50,5,1.0,0.9909385113268608,0.9979269533055941,0.0028706269660606146,988.0,513.0,674.66,138.9317256784785,264.0,56.0,115.72,51.44124415291683,29,50,5,29,50,5,29,50,5
30,30,50,10,1.0,0.9909385113268608,0.9976347665279703,0.0030333936072226226,988.0,513.0,685.44,135.83035890403883,252.0,56.0,105.18,34.65873050185191,30,50,10,30,50,10,30,50,10
31,31,50,8,1.0,0.9909385113268608,0.9977864077669903,0.0031509754253088453,988.0,513.0,696.0,136.70259690291184,252.0,56.0,103.4,35.466604009969714,31,50,8,31,50,8,31,50,8
32,32,50,8,1.0,0.9909385113268608,0.9980748959778086,0.003039171668093181,988.0,513.0,700.74,141.5666358998475,252.0,56.0,103.04,35.76700155170964,32,50,8,32,50,8,32,50,8
33,33,50,6,1.0,0.9909385113268608,0.9976939435968561,0.0032210148150696657,988.0,513.0,696.1,138.47848208295756,252.0,56.0,103.32,35.25191625997089,33,50,6,33,50,6,33,50,6
34,34,50,7,1.0,0.9909385113268608,0.9975219602404067,0.0031680011306571753,988.0,513.0,674.82,132.36928495689625,252.0,56.0,108.04,34.048177631115585,34,50,7,34,50,7,34,50,7
35,35,50,4,1.0,0.9909385113268608,0.9971705963938973,0.0033487351634710555,988.0,513.0,666.94,132.476172951969,252.0,56.0,109.2,33.487311029701985,35,50,4,35,50,4,35,50,4
36,36,50,9,1.0,0.9909385113268608,0.997131761442441,0.003351210235626835,988.0,513.0,661.46,132.32372576374956,252.0,56.0,109.96,33.42870622683445,36,50,9,36,50,9,36,50,9
37,37,50,6,1.0,0.9909385113268608,0.9971077207582062,0.003431157853839562,988.0,513.0,658.72,133.14098392305803,252.0,56.0,110.54,33.293969423906184,37,50,6,37,50,6,37,50,6
38,38,50,5,1.0,0.9909385113268608,0.9977364771151178,0.0029304134819337396,988.0,513.0,664.04,133.3106087301382,252.0,56.0,111.06,34.76688654452682,38,50,5,38,50,5,38,50,5
39,39,50,7,1.0,0.9909385113268608,0.997840036985668,0.0027757589869540746,988.0,513.0,665.08,132.63360660104212,252.0,56.0,110.92,34.75677775628805,39,50,7,39,50,7,39,50,7
40,40,50,9,1.0,0.9909385113268608,0.997840036985668,0.0027757589869540746,988.0,513.0,665.08,132.63360660104212,252.0,56.0,110.92,34.75677775628805,40,50,9,40,50,9,40,50,9
41,41,50,8,1.0,0.9909385113268608,0.9979565418400369,0.002576566819589962,988.0,513.0,666.74,131.7242285989939,252.0,56.0,110.3,35.14441634171778,41,50,8,41,50,8,41,50,8
42,42,50,6,1.0,0.9901987979657882,0.9978992140545541,0.0026231183876264195,988.0,513.0,670.68,131.954604315272,252.0,56.0,109.4,35.53533452776265,42,50,6,42,50,6,42,50,6
43,43,50,5,1.0,0.9901987979657882,0.9979010633379566,0.002614774908823139,988.0,513.0,671.84,134.08525049385557,252.0,56.0,110.16,37.72922474687228,43,50,5,43,50,5,43,50,5
44,44,50,2,1.0,0.9901987979657882,0.9979010633379566,0.002614774908823139,988.0,513.0,671.84,134.0852504938556,252.0,56.0,110.16,37.72922474687228,44,50,2,44,50,2,44,50,2
45,45,50,5,1.0,0.9901987979657882,0.9977864077669902,0.002816526618751665,988.0,513.0,671.38,134.54112977078793,252.0,56.0,110.72,38.16545034451971,45,50,5,45,50,5,45,50,5
46,46,50,7,1.0,0.9908460471567268,0.9979047619047619,0.002585864957384225,988.0,501.0,670.86,135.1470325238405,252.0,56.0,110.96,38.58754203107526,46,50,7,46,50,7,46,50,7
47,47,50,3,1.0,0.9909385113268608,0.9979898289412853,0.002393290681510947,988.0,501.0,668.58,134.62987632765618,252.0,56.0,111.48,38.395437228920834,47,50,3,47,50,3,47,50,3
48,48,50,9,1.0,0.9909385113268608,0.9976643550624132,0.002479337368388585,988.0,501.0,662.3,137.65976173159677,252.0,56.0,113.92,40.86849153076242,48,50,9,48,50,9,48,50,9
49,49,50,9,1.0,0.9909385113268608,0.9974516874711048,0.0025886770821720527,988.0,501.0,654.28,131.51578460397823,252.0,56.0,116.86,45.005337461238966,49,50,9,49,50,9,49,50,9
50,50,50,5,1.0,0.9909385113268608,0.9974202496532594,0.0026456550523876136,988.0,501.0,661.48,130.57001799800747,252.0,56.0,114.48,47.237375032912226,50,50,5,50,50,5,50,50,5
51,51,50,12,1.0,0.9909385113268608,0.9973832639852058,0.0027064848587921085,988.0,501.0,680.02,135.48306019573076,216.0,56.0,105.66,36.977620258745695,51,50,12,51,50,12,51,50,12
52,52,50,5,1.0,0.9909385113268608,0.9974646324549238,0.002717193958487992,988.0,501.0,676.5,137.4757069448999,216.0,56.0,107.98,39.35911076231271,52,50,5,52,50,5,52,50,5
53,53,50,5,1.0,0.9909385113268608,0.9973481276005548,0.002702766759876562,980.0,501.0,659.2,114.35960825396353,216.0,56.0,110.62,37.2670846726706,53,50,5,53,50,5,53,50,5
54,54,50,7,1.0,0.9909385113268608,0.997422098936662,0.002731601296714613,980.0,501.0,652.58,118.24619909324781,216.0,56.0,115.24,41.92448449295471,54,50,7,54,50,7,54,50,7
55,55,50,5,1.0,0.9909385113268608,0.9974720295885345,0.002745772379370435,980.0,501.0,654.68,121.14643040552205,264.0,56.0,117.34,47.14047517791903,55,50,5,55,50,5,55,50,5
56,56,50,6,1.0,0.9909385113268608,0.9974720295885345,0.002745772379370435,980.0,501.0,654.68,121.14643040552205,264.0,56.0,117.34,47.14047517791903,56,50,6,56,50,6,56,50,6
57,57,50,5,1.0,0.9909385113268608,0.9974720295885345,0.002745772379370435,980.0,501.0,654.68,121.14643040552205,264.0,56.0,117.34,47.14047517791903,57,50,5,57,50,5,57,50,5
58,58,50,3,1.0,0.9909385113268608,0.9974812760055478,0.002753480522711324,980.0,501.0,652.1,123.00394302622985,264.0,56.0,120.42,51.39886769180815,58,50,3,58,50,3,58,50,3
59,59,50,6,1.0,0.9909385113268608,0.9973814147018031,0.0027988059676894482,980.0,501.0,654.86,130.90622750656289,264.0,56.0,120.42,51.64613828738795,59,50,6,59,50,6,59,50,6
60,60,50,11,1.0,0.9909385113268608,0.9975071659731855,0.002778849689377879,980.0,501.0,656.48,130.67138018709377,264.0,56.0,119.9,51.33936111795705,60,50,11,60,50,11,60,50,11
61,61,50,4,1.0,0.9909385113268608,0.9974646324549238,0.002794137487109281,980.0,501.0,659.26,129.85250247877397,264.0,56.0,118.58,51.29408932810875,61,50,4,61,50,4,61,50,4
62,62,50,7,1.0,0.9909385113268608,0.9975496994914472,0.0028052629588217752,980.0,501.0,657.12,130.22590218539472,264.0,56.0,120.18,51.56226915099839,62,50,7,62,50,7,62,50,7
63,63,50,3,1.0,0.9909385113268608,0.9976181229773463,0.002806683440717461,980.0,501.0,661.46,130.19957142786606,264.0,56.0,119.7,51.61753578000407,63,50,3,63,50,3,63,50,3
64,64,50,4,1.0,0.9909385113268608,0.9975386037910312,0.002796755486457845,980.0,501.0,656.64,129.774999133115,264.0,56.0,120.54,51.37089058990509,64,50,4,64,50,4,64,50,4
65,65,50,7,1.0,0.9909385113268608,0.9974516874711051,0.002760773879622708,980.0,501.0,661.28,126.59668874026683,264.0,56.0,115.2,46.117675570219276,65,50,7,65,50,7,65,50,7
66,66,50,7,1.0,0.9909385113268608,0.9973111419325014,0.0028557414867896006,980.0,501.0,662.66,125.34266791480066,252.0,56.0,113.5,43.72562177945558,66,50,7,66,50,7,66,50,7
67,67,50,3,1.0,0.9909385113268608,0.9972797041146556,0.0028323687622686627,980.0,501.0,677.7,129.85950100011937,187.0,56.0,106.18,34.389353003509676,67,50,3,67,50,3,67,50,3
68,68,50,6,1.0,0.9909385113268608,0.9973166897827093,0.0028511662335729514,980.0,501.0,679.46,131.4256002459186,187.0,56.0,106.64,36.44544415973003,68,50,6,68,50,6,68,50,6
69,69,50,7,1.0,0.9909385113268608,0.9972519648636156,0.0028278947687041672,980.0,501.0,673.84,130.46016403485012,187.0,56.0,106.76,36.43490633993726,69,50,7,69,50,7,69,50,7
70,70,50,5,1.0,0.9909385113268608,0.9972519648636156,0.0028278947687041672,980.0,501.0,673.84,130.46016403485012,187.0,56.0,106.76,36.43490633993726,70,50,5,70,50,5,70,50,5
71,71,50,9,1.0,0.9909385113268608,0.9971484049930652,0.0029333365744158013,980.0,501.0,673.02,130.90523136987306,187.0,56.0,106.86,36.43680007904097,71,50,9,71,50,9,71,50,9
72,72,50,5,1.0,0.9904761904761905,0.9971909385113268,0.0030005664658974327,980.0,501.0,665.4,133.29846210665747,187.0,56.0,109.86,37.83279529720213,72,50,5,72,50,5,72,50,5
73,73,50,3,1.0,0.9904761904761905,0.997266759130837,0.0030049097000376043,980.0,501.0,666.84,134.07272056611666,187.0,56.0,109.86,37.74546860220442,73,50,3,73,50,3,73,50,3
74,74,50,7,1.0,0.9904761904761905,0.9971003236245953,0.0030784742583064334,980.0,501.0,666.82,134.0852997162627,187.0,56.0,108.7,36.82078217528791,74,50,7,74,50,7,74,50,7
75,75,50,6,1.0,0.9904761904761905,0.9971946370781324,0.003046191915021174,980.0,501.0,670.08,134.601016340888,187.0,56.0,107.94,37.19000403334208,75,50,6,75,50,6,75,50,6
76,76,50,5,1.0,0.9904761904761905,0.9971946370781324,0.003046191915021174,980.0,501.0,670.08,134.601016340888,187.0,56.0,107.94,37.19000403334208,76,50,5,76,50,5,76,50,5
77,77,50,5,1.0,0.9904761904761905,0.997300046232085,0.002927830897211353,980.0,501.0,674.46,135.22532455128365,187.0,56.0,107.14,37.56541494513271,77,50,5,77,50,5,77,50,5
78,78,50,5,1.0,0.9904761904761905,0.9970448451225151,0.0031315177829126274,980.0,501.0,673.46,135.07141962680336,187.0,56.0,107.04,37.57763164437056,78,50,5,78,50,5,78,50,5
79,79,50,4,1.0,0.9904761904761905,0.9970448451225151,0.0031315177829126274,980.0,501.0,676.78,140.1115684017562,187.0,56.0,106.96,37.660568237879794,79,50,4,79,50,4,79,50,4
80,80,50,8,1.0,0.9904761904761905,0.9970651872399445,0.003140724084794696,980.0,501.0,676.66,139.8541540319772,187.0,56.0,106.96,37.66056823787979,80,50,8,80,50,8,80,50,8
81,81,50,4,1.0,0.9904761904761905,0.9970651872399445,0.003140724084794696,980.0,501.0,676.66,139.8541540319772,187.0,56.0,106.96,37.66056823787979,81,50,4,81,50,4,81,50,4
82,82,50,3,1.0,0.9904761904761905,0.997009708737864,0.003119353022644787,980.0,501.0,679.1,137.8175968445249,187.0,56.0,105.54,36.34622951559074,82,50,3,82,50,3,82,50,3
83,83,50,4,1.0,0.9904761904761905,0.9968469717984283,0.00319338903639296,980.0,501.0,677.22,138.98378178766038,187.0,56.0,105.86,36.454360507352206,83,50,4,83,50,4,83,50,4
84,84,50,1,1.0,0.9904761904761905,0.9968469717984282,0.00319338903639296,980.0,501.0,677.22,138.98378178766038,187.0,56.0,105.86,36.454360507352206,84,50,1,84,50,1,84,50,1
85,85,50,4,1.0,0.9904761904761905,0.9969283402681463,0.003220743000637786,980.0,501.0,678.26,138.22037621132424,187.0,56.0,105.86,36.454360507352206,85,50,4,85,50,4,85,50,4
86,86,50,3,1.0,0.9904761904761905,0.9970614886731392,0.003180352949585589,980.0,501.0,676.2,140.0669839755251,187.0,56.0,107.12,37.4772677766136,86,50,3,86,50,3,86,50,3
87,87,50,6,1.0,0.9904761904761905,0.9970614886731392,0.003180352949585589,980.0,501.0,676.2,140.06698397552506,187.0,56.0,107.12,37.4772677766136,87,50,6,87,50,6,87,50,6
88,88,50,5,1.0,0.9904761904761905,0.9970614886731392,0.003180352949585589,980.0,501.0,676.2,140.06698397552506,187.0,56.0,107.12,37.4772677766136,88,50,5,88,50,5,88,50,5
89,89,50,2,1.0,0.9904761904761905,0.9970614886731392,0.003180352949585589,980.0,501.0,676.2,140.06698397552506,187.0,56.0,107.12,37.4772677766136,89,50,2,89,50,2,89,50,2
90,90,50,4,1.0,0.9904761904761905,0.9970836800739714,0.0031968654769212084,980.0,501.0,676.2,140.06698397552506,187.0,56.0,107.26,37.37743169346979,90,50,4,90,50,4,90,50,4
91,91,50,5,1.0,0.9904761904761905,0.9971465557096625,0.0031495967542175163,980.0,501.0,681.76,145.86247769731597,187.0,56.0,106.9,37.685142961119304,91,50,5,91,50,5,91,50,5
92,92,50,3,1.0,0.9904761904761905,0.9971761442441054,0.0031562782284095003,980.0,501.0,681.76,145.86247769731597,187.0,56.0,107.14,37.49987199978154,92,50,3,92,50,3,92,50,3
93,93,50,5,1.0,0.9904761904761905,0.9971872399445215,0.0031541581769846576,980.0,501.0,674.88,140.25100926553077,187.0,56.0,107.92,37.038812075983216,93,50,5,93,50,5,93,50,5
94,94,50,5,1.0,0.9904761904761905,0.9971890892279243,0.003154424345478738,980.0,501.0,677.62,140.68502265699786,187.0,56.0,107.5,37.18830461314417,94,50,5,94,50,5,94,50,5
95,95,50,2,1.0,0.9904761904761905,0.9972242256125752,0.003102141351511322,980.0,501.0,678.94,140.47582140710196,187.0,56.0,107.18,37.33346488072062,95,50,2,95,50,2,95,50,2
96,96,50,2,1.0,0.9904761904761905,0.997340730466944,0.0030562763892941097,980.0,501.0,677.62,140.68502265699786,187.0,56.0,107.7,37.18776680576557,96,50,2,96,50,2,96,50,2
97,97,50,7,1.0,0.9904761904761905,0.9971872399445215,0.003133435423716018,980.0,501.0,669.78,140.2570910863333,187.0,56.0,108.74,37.20097310555196,97,50,7,97,50,7,97,50,7
98,98,50,6,1.0,0.9904761904761905,0.997150254276468,0.0031212753980605474,980.0,501.0,681.2,146.16825920835208,187.0,56.0,106.78,37.91584892891099,98,50,6,98,50,6,98,50,6
99,99,50,3,1.0,0.9904761904761905,0.9972464170134073,0.00303255921618457,980.0,501.0,680.08,147.12781382186037,187.0,56.0,107.46,38.27072510418374,99,50,3,99,50,3,99,50,3
100,100,50,6,1.0,0.9904761904761905,0.9972593619972261,0.003031852623189223,980.0,501.0,684.88,145.96570008053263,187.0,56.0,106.12,38.14060303665898,100,50,6,100,50,6,100,50,6
