,generation,nevals,new_hof,coverage_max,coverage_min,coverage_mean,coverage_std,altitude_max,altitude_min,altitude_mean,altitude_std,costs_max,costs_min,costs_mean,costs_std,coverage_gen,coverage_nevals,coverage_new_hof,altitude_gen,altitude_nevals,altitude_new_hof,costs_gen,costs_nevals,costs_new_hof
11,11,50,22,1.0,0.7028201571890892,0.8891058714748036,0.0970200280491523,988.0,513.0,703.96,140.7936021273694,221.0,27.0,80.96,44.94483730085136,11,50,22,11,50,22,11,50,22
12,12,50,18,1.0,0.7028201571890892,0.8865187239944522,0.09720765945987483,988.0,513.0,708.26,145.3690214591816,221.0,27.0,79.88,45.7871772442897,12,50,18,12,50,18,12,50,18
13,13,50,27,1.0,0.7028201571890892,0.8995839112343966,0.09862991580815846,988.0,513.0,708.5,149.40150601650575,221.0,27.0,84.46,48.6079047069507,13,50,27,13,50,27,13,50,27
14,14,50,17,1.0,0.7042071197411003,0.8887896440129449,0.0993325375395794,988.0,513.0,700.48,153.79964109190894,221.0,27.0,83.72,50.53277748155151,14,50,17,14,50,17,14,50,17
15,15,50,15,1.0,0.7042071197411003,0.8889449838187702,0.10270368516676277,988.0,513.0,697.2,158.24740124248487,221.0,27.0,86.18,52.801776485266096,15,50,15,15,50,15,15,50,15
16,16,50,13,1.0,0.7042071197411003,0.8901396208969024,0.10449858387604244,988.0,513.0,690.28,156.5320465591631,221.0,27.0,88.98,53.64233029986672,16,50,13,16,50,13,16,50,13
17,17,50,16,1.0,0.7042071197411003,0.8811853906611189,0.10391241506477118,988.0,513.0,704.7,151.13202837254585,168.0,27.0,76.52,37.970641290344304,17,50,16,17,50,16,17,50,16
18,18,50,17,1.0,0.7042071197411003,0.8918520573277854,0.09988140392906017,988.0,513.0,730.42,160.6880319127719,168.0,27.0,75.02,36.9044658544193,18,50,17,18,50,17,18,50,17
19,19,50,17,1.0,0.7042071197411003,0.8928506703652336,0.09753602380951726,988.0,513.0,725.96,156.95667682516728,168.0,27.0,75.78,37.74667667490742,19,50,17,19,50,17,19,50,17
20,20,50,17,1.0,0.7017105871474804,0.8823374942209895,0.10053506078065597,988.0,513.0,701.42,153.02680680194564,168.0,27.0,76.52,37.36909953424085,20,50,17,20,50,17,20,50,17
21,21,50,22,1.0,0.7017105871474804,0.8775293573740176,0.10591592780004451,988.0,513.0,688.12,151.2018042220396,168.0,27.0,78.76,41.0670476172807,21,50,22,21,50,22,21,50,22
22,22,50,18,1.0,0.7017105871474804,0.8801719833564493,0.10420878262250266,988.0,513.0,693.46,162.22826017682615,168.0,27.0,77.24,38.88576089007389,22,50,18,22,50,18,22,50,18
23,23,50,18,1.0,0.7017105871474804,0.8869680998613036,0.10364580042363497,988.0,513.0,691.34,158.58418710577672,168.0,27.0,78.8,39.39035414920764,23,50,18,23,50,18,23,50,18
24,24,50,25,1.0,0.7017105871474804,0.8818622283865001,0.10550399673491431,988.0,513.0,705.48,156.2105297347141,168.0,27.0,75.1,37.63894259938767,24,50,25,24,50,25,24,50,25
25,25,50,18,1.0,0.7017105871474804,0.8734609338881184,0.1061461179029254,988.0,513.0,697.38,154.53037112490216,168.0,27.0,74.66,38.76421545704234,25,50,18,25,50,18,25,50,18
26,26,50,16,1.0,0.7017105871474804,0.8758187702265371,0.10940776111284274,988.0,513.0,711.02,150.11215673622175,168.0,27.0,73.44,39.07129892900926,26,50,16,26,50,16,26,50,16
27,27,50,18,1.0,0.7017105871474804,0.8797152103559871,0.11030657973720003,988.0,513.0,700.38,144.49815085322027,168.0,27.0,76.42,39.30449847027691,27,50,18,27,50,18,27,50,18
28,28,50,11,1.0,0.7017105871474804,0.8817808599167821,0.10954813393116875,988.0,513.0,702.32,145.27359567381816,168.0,27.0,77.2,39.289184262338665,28,50,11,28,50,11,28,50,11
29,29,50,10,1.0,0.7017105871474804,0.8837873324086917,0.1060899596041239,988.0,513.0,706.06,149.14682832698787,168.0,27.0,77.06,38.94067796019992,29,50,10,29,50,10,29,50,10
30,30,50,16,1.0,0.7017105871474804,0.8799852057327787,0.10586234583022598,988.0,511.0,713.82,155.59713236432088,168.0,27.0,75.68,39.9221442309904,30,50,16,30,50,16,30,50,16
31,31,50,12,1.0,0.7017105871474804,0.8784613962089689,0.10297674669163501,988.0,511.0,723.66,155.92788204808016,168.0,27.0,71.92,37.30996649690267,31,50,12,31,50,12,31,50,12
32,32,50,14,1.0,0.7017105871474804,0.8865224225612575,0.10491050071190251,988.0,511.0,722.44,151.77419543519247,168.0,27.0,74.0,39.229070853131354,32,50,14,32,50,14,32,50,14
33,33,50,17,1.0,0.7017105871474804,0.8844993065187239,0.10705919449308722,988.0,511.0,725.74,153.39867144144372,168.0,27.0,72.78,38.469359235630634,33,50,17,33,50,17,33,50,17
34,34,50,15,1.0,0.7017105871474804,0.878246879334258,0.10457485006747431,988.0,511.0,710.1,151.01526412916013,168.0,27.0,74.24,39.58512852069575,34,50,15,34,50,15,34,50,15
35,35,50,17,1.0,0.7017105871474804,0.8840554785020803,0.10642006496235938,988.0,511.0,702.76,151.22176562915803,176.0,27.0,78.06,42.44215357401177,35,50,17,35,50,17,35,50,17
36,36,50,15,1.0,0.7017105871474804,0.8939435968562183,0.10824562681658337,988.0,511.0,703.8,150.50289033769417,176.0,27.0,80.16,41.57276031249308,36,50,15,36,50,15,36,50,15
37,37,50,11,1.0,0.7017105871474804,0.888138696255201,0.10957374836843281,988.0,511.0,698.28,145.96123320936968,176.0,27.0,79.86,41.96284547072565,37,50,11,37,50,11,37,50,11
38,38,50,11,1.0,0.7017105871474804,0.8952880258899676,0.10728385913601361,988.0,511.0,714.46,147.06722408477015,168.0,27.0,77.86,39.588387186143365,38,50,11,38,50,11,38,50,11
39,39,50,9,1.0,0.7017105871474804,0.8889394359685622,0.10403406828380277,988.0,511.0,733.94,156.8421384705016,168.0,27.0,73.12,38.47162070929687,39,50,9,39,50,9,39,50,9
40,40,50,13,1.0,0.7017105871474804,0.8845011558021266,0.10482454563190778,988.0,511.0,729.34,156.93891932850818,192.0,27.0,73.82,40.86646057588056,40,50,13,40,50,13,40,50,13
41,41,50,13,1.0,0.7017105871474804,0.886553860379103,0.10407823973562365,988.0,511.0,730.34,159.54192050993996,192.0,27.0,73.5,40.6139138719725,41,50,13,41,50,13,41,50,13
42,42,50,14,1.0,0.7017105871474804,0.8929190938511327,0.10714067832173005,988.0,511.0,746.26,158.06072377412423,192.0,27.0,73.76,41.22453638308137,42,50,14,42,50,14,42,50,14
43,43,50,11,1.0,0.7017105871474804,0.8966546463245492,0.10638527116832712,988.0,511.0,736.32,155.56071997776303,192.0,27.0,75.8,41.07797463361601,43,50,11,43,50,11,43,50,11
44,44,50,12,1.0,0.7017105871474804,0.8844641701340731,0.10920417035103062,988.0,511.0,738.74,153.69916200161927,192.0,27.0,73.16,42.2517975948953,44,50,12,44,50,12,44,50,12
45,45,50,13,1.0,0.7017105871474804,0.8778844197873323,0.11147313988243959,988.0,511.0,724.3,163.0819732527173,204.0,27.0,76.66,48.53312683106251,45,50,13,45,50,13,45,50,13
46,46,50,18,1.0,0.7017105871474804,0.883112343966713,0.11181117974412663,988.0,501.0,723.3,163.90719935378067,204.0,27.0,78.48,48.895087687824024,46,50,18,46,50,18,46,50,18
47,47,50,12,1.0,0.7017105871474804,0.8779158576051781,0.10894698678786457,988.0,501.0,710.28,156.37481127086932,204.0,27.0,78.4,49.182923865911015,47,50,12,47,50,12,47,50,12
48,48,50,10,1.0,0.7017105871474804,0.8790975496994914,0.10618819460884371,988.0,501.0,701.94,149.49560662440888,204.0,27.0,78.62,45.84752556027424,48,50,10,48,50,10,48,50,10
49,49,50,12,1.0,0.7017105871474804,0.8917096625057791,0.10611183227146641,988.0,501.0,697.06,156.41769848709575,204.0,27.0,85.4,50.55056874061854,49,50,12,49,50,12,49,50,12
50,50,50,12,1.0,0.7017105871474804,0.8854424410540915,0.1077086751361924,988.0,501.0,691.84,155.4386515638887,204.0,27.0,85.94,51.11493323873171,50,50,12,50,50,12,50,50,12
51,51,50,11,1.0,0.7017105871474804,0.878846047156727,0.10579143120455031,988.0,501.0,699.26,156.48064544856658,204.0,27.0,82.26,49.19545100921425,51,50,11,51,50,11,51,50,11
52,52,50,9,1.0,0.7017105871474804,0.879796578825705,0.11043633423212589,988.0,501.0,692.94,156.8205866587675,204.0,27.0,82.92,49.02482636379246,52,50,9,52,50,9,52,50,9
53,53,50,14,1.0,0.7017105871474804,0.8804530744336568,0.11237416647453267,988.0,501.0,693.1,156.39964833720055,204.0,27.0,83.2,48.301138702933294,53,50,14,53,50,14,53,50,14
54,54,50,11,1.0,0.7017105871474804,0.8850633379565417,0.11307712492280021,988.0,501.0,686.46,159.43854113732976,204.0,27.0,87.46,51.46113484951531,54,50,11,54,50,11,54,50,11
55,55,50,16,1.0,0.7017105871474804,0.8782505779010634,0.11297454848455626,988.0,501.0,692.02,153.6801210306655,204.0,27.0,83.66,49.599036280960135,55,50,16,55,50,16,55,50,16
56,56,50,11,1.0,0.7017105871474804,0.8843014331946369,0.11021344484380141,988.0,501.0,697.44,155.24344237358306,204.0,27.0,84.48,50.69723463858754,56,50,11,56,50,11,56,50,11
57,57,50,7,1.0,0.7017105871474804,0.8724419787332407,0.10633145139629813,988.0,501.0,711.78,144.97741755183804,168.0,27.0,73.34,36.63365119667981,57,50,7,57,50,7,57,50,7
58,58,50,6,1.0,0.7017105871474804,0.8817457235321313,0.10558225858910382,988.0,501.0,712.7,150.7761585927961,210.0,27.0,77.68,40.829616701605225,58,50,6,58,50,6,58,50,6
59,59,50,11,1.0,0.7017105871474804,0.8860194174757281,0.10669712235367661,988.0,501.0,715.64,158.55204319087156,210.0,27.0,77.88,40.23463184869473,59,50,11,59,50,11,59,50,11
60,60,50,15,1.0,0.7017105871474804,0.8880832177531207,0.1025355638765759,988.0,501.0,712.94,164.24791140224585,210.0,27.0,78.46,41.42038628501671,60,50,15,60,50,15,60,50,15
61,61,50,10,1.0,0.7017105871474804,0.887291724456773,0.10463511443596085,988.0,501.0,692.82,157.13149779722713,168.0,27.0,79.4,37.06804553790232,61,50,10,61,50,10,61,50,10
62,62,50,12,1.0,0.7017105871474804,0.8868626907073509,0.10434465552149706,988.0,501.0,704.16,158.78455340492036,168.0,27.0,76.8,36.98107624177533,62,50,12,62,50,12,62,50,12
63,63,50,9,1.0,0.7017105871474804,0.8830217290799816,0.11045143510308385,988.0,501.0,700.72,156.26273260121877,168.0,27.0,76.7,37.21088550411022,63,50,9,63,50,9,63,50,9
64,64,50,7,1.0,0.7017105871474804,0.8940416088765604,0.10447889946015762,988.0,501.0,708.84,159.14387955557703,168.0,27.0,77.92,36.7923035429966,64,50,7,64,50,7,64,50,7
65,65,50,8,1.0,0.7017105871474804,0.8890984743411928,0.10659751734667161,988.0,501.0,692.5,154.82406143749105,168.0,27.0,80.12,37.940289930362944,65,50,8,65,50,8,65,50,8
66,66,50,13,1.0,0.7017105871474804,0.8869921405455387,0.11094845504127693,988.0,501.0,690.48,153.5871400866622,168.0,27.0,81.22,37.795920414774926,66,50,13,66,50,13,66,50,13
67,67,50,11,1.0,0.7017105871474804,0.8878650023116044,0.10909210073354111,988.0,501.0,680.52,157.137804490199,168.0,27.0,81.14,37.28324556687628,67,50,11,67,50,11,67,50,11
68,68,50,11,1.0,0.7119741100323624,0.889991678224688,0.10286988923902891,988.0,501.0,680.74,152.8211778517624,168.0,27.0,81.48,38.05587471074604,68,50,11,68,50,11,68,50,11
69,69,50,15,1.0,0.7119741100323624,0.8936181229773461,0.1017311293339751,988.0,501.0,683.46,151.68193168601198,168.0,27.0,82.72,39.302437583437495,69,50,15,69,50,15,69,50,15
70,70,50,9,1.0,0.7119741100323624,0.8829403606102635,0.10066228315840636,988.0,501.0,693.96,151.57756562235718,168.0,27.0,77.88,38.341434506288365,70,50,9,70,50,9,70,50,9
71,71,50,11,1.0,0.7119741100323624,0.8704262598243183,0.10654084665540921,988.0,501.0,702.76,154.88519102871004,168.0,27.0,74.24,38.1924390423026,71,50,11,71,50,11,71,50,11
72,72,50,15,1.0,0.7087378640776699,0.8747535829865928,0.10672036382066763,988.0,501.0,686.26,154.1488644135921,168.0,27.0,78.02,37.83146309621134,72,50,15,72,50,15,72,50,15
73,73,50,11,1.0,0.7087378640776699,0.8868885806749884,0.10398533769516419,988.0,501.0,700.92,158.5492781440521,168.0,27.0,77.5,38.18808714769568,73,50,11,73,50,11,73,50,11
74,74,50,12,1.0,0.7119741100323624,0.8925159500693483,0.10362609526403928,988.0,501.0,695.26,159.08687060848234,168.0,27.0,79.7,38.49532439141148,74,50,12,74,50,12,74,50,12
75,75,50,9,1.0,0.7119741100323624,0.8840240406842349,0.10892039686315615,988.0,501.0,694.56,162.4253871782364,168.0,27.0,78.24,38.203957910143295,75,50,9,75,50,9,75,50,9
76,76,50,11,1.0,0.7119741100323624,0.8913231622746186,0.10880322290921411,988.0,501.0,685.36,152.63901991299602,168.0,27.0,79.96,37.409068419301754,76,50,11,76,50,11,76,50,11
77,77,50,9,1.0,0.7119741100323624,0.8900619509939898,0.10844571017541978,988.0,501.0,686.04,154.640998444785,168.0,27.0,80.54,38.12883947879872,77,50,9,77,50,9,77,50,9
78,78,50,11,1.0,0.7119741100323624,0.8856477115117891,0.10740377552502156,988.0,501.0,690.2,153.98909052267305,168.0,27.0,78.74,38.682714485930276,78,50,11,78,50,11,78,50,11
79,79,50,7,1.0,0.7119741100323624,0.886130374479889,0.10707179106829648,988.0,501.0,692.58,157.53527731908176,168.0,27.0,78.48,38.70774599482641,79,50,7,79,50,7,79,50,7
80,80,50,11,1.0,0.7119741100323624,0.8899435968562183,0.10897791915392722,988.0,501.0,694.64,161.75373380543647,168.0,27.0,79.46,38.758333297498744,80,50,11,80,50,11,80,50,11
81,81,50,9,1.0,0.7079981507165973,0.8854368932038834,0.1077210613930044,988.0,501.0,706.68,162.9334146208199,168.0,27.0,76.52,39.59456528363457,81,50,9,81,50,9,81,50,9
82,82,50,6,1.0,0.7074433656957929,0.8832417938049005,0.1081119733603032,988.0,501.0,711.58,156.37008537440914,168.0,27.0,75.02,39.34030503186268,82,50,6,82,50,6,82,50,6
83,83,50,13,1.0,0.7074433656957929,0.8795968562182155,0.10863029668091355,988.0,501.0,706.64,154.38895815439653,216.0,27.0,76.16,43.12185524765835,83,50,13,83,50,13,83,50,13
84,84,50,6,1.0,0.7074433656957929,0.8799870550161812,0.10900326054106231,988.0,501.0,707.58,160.73693912725847,264.0,27.0,78.58,49.64235691423203,84,50,6,84,50,6,84,50,6
85,85,50,10,1.0,0.7074433656957929,0.8861618122977346,0.10780508801386521,988.0,501.0,693.7,162.91362742263152,264.0,27.0,82.74,50.65799443325801,85,50,10,85,50,10,85,50,10
86,86,50,15,1.0,0.7074433656957929,0.8885529357374018,0.10438454625675968,988.0,501.0,699.98,157.87621606815893,264.0,27.0,81.06,48.67089890273242,86,50,15,86,50,15,86,50,15
87,87,50,14,1.0,0.7074433656957929,0.893155802126676,0.10581636189139673,988.0,501.0,688.32,154.41339838239426,264.0,27.0,87.18,55.301244108971005,87,50,14,87,50,14,87,50,14
88,88,50,4,1.0,0.7074433656957929,0.8931188164586221,0.10553236076002033,988.0,501.0,687.86,154.38834282419123,264.0,27.0,87.54,55.275025101758196,88,50,4,88,50,4,88,50,4
89,89,50,8,1.0,0.7074433656957929,0.8894942209893668,0.10767990374108823,988.0,501.0,692.06,153.2627038780146,264.0,27.0,87.34,56.18740428245462,89,50,8,89,50,8,89,50,8
90,90,50,7,1.0,0.7074433656957929,0.8970041608876561,0.10667164283180282,988.0,501.0,696.22,152.3189141242807,264.0,27.0,86.38,54.90460454278858,90,50,7,90,50,7,90,50,7
91,91,50,6,1.0,0.7074433656957929,0.8956948682385576,0.10614343596814384,988.0,501.0,690.94,153.44541830892183,264.0,27.0,87.18,55.14913961250892,91,50,6,91,50,6,91,50,6
92,92,50,14,1.0,0.7074433656957929,0.896539990753583,0.1034782599640299,988.0,501.0,691.84,153.3977001131373,264.0,27.0,87.0,54.92904514007139,92,50,14,92,50,14,92,50,14
93,93,50,7,1.0,0.7074433656957929,0.8978788719371245,0.10400570296814594,988.0,501.0,692.84,153.03690535292458,240.0,27.0,83.22,46.58424197086392,93,50,7,93,50,7,93,50,7
94,94,50,5,1.0,0.7074433656957929,0.8931003236245956,0.1050778022579194,988.0,501.0,691.18,154.00931010818795,240.0,27.0,82.16,46.40575826338796,94,50,5,94,50,5,94,50,5
95,95,50,8,1.0,0.7074433656957929,0.8935533980582525,0.10628048158322931,988.0,501.0,697.32,151.44813501657916,216.0,27.0,81.1,44.45953216128123,95,50,8,95,50,8,95,50,8
96,96,50,6,1.0,0.7074433656957929,0.8922940360610263,0.10553621294867045,988.0,501.0,705.04,154.64500767887725,216.0,27.0,79.6,44.86646854834911,96,50,6,96,50,6,96,50,6
97,97,50,12,1.0,0.7074433656957929,0.8897124364308832,0.10818470793135786,988.0,501.0,704.82,152.84995125939687,216.0,27.0,79.24,44.96467947178096,97,50,12,97,50,12,97,50,12
98,98,50,7,1.0,0.7074433656957929,0.8840166435506243,0.10865714774623766,988.0,501.0,687.52,148.95344776137276,216.0,27.0,81.04,45.758916071078424,98,50,7,98,50,7,98,50,7
99,99,50,9,1.0,0.7010633379565419,0.8832436430883034,0.11149926524160939,988.0,501.0,685.74,146.01832898646663,216.0,27.0,83.02,47.81191901607799,99,50,9,99,50,9,99,50,9
100,100,50,10,1.0,0.7010633379565419,0.8867942672214517,0.11070628854311913,988.0,501.0,691.36,144.57174827745564,216.0,27.0,82.44,47.86571215389989,100,50,10,100,50,10,100,50,10
