,generation,nevals,new_hof,coverage_max,coverage_min,coverage_mean,coverage_std,altitude_max,altitude_min,altitude_mean,altitude_std,costs_max,costs_min,costs_mean,costs_std,coverage_gen,coverage_nevals,coverage_new_hof,altitude_gen,altitude_nevals,altitude_new_hof,costs_gen,costs_nevals,costs_new_hof
56,56,50,11,1.0,0.0031437817845584837,0.6171077207582063,0.3506293198281692,1000.0,500.0,678.28,150.1472663753823,216.0,1.0,63.0,59.10025380656161,56,50,11,56,50,11,56,50,11
57,57,50,13,1.0,0.0031437817845584837,0.6589126213592231,0.3266864344155703,961.0,500.0,690.4,151.88495646376572,216.0,1.0,65.46,58.131991192457875,57,50,13,57,50,13,57,50,13
58,58,50,14,1.0,0.0031437817845584837,0.6518982894128524,0.35035728517235,961.0,500.0,689.18,150.6747078975101,216.0,1.0,66.42,59.10366824487292,58,50,14,58,50,14,58,50,14
59,59,50,16,1.0,0.0031437817845584837,0.6616236708275542,0.33532358523854844,961.0,500.0,668.12,155.40136936333604,216.0,1.0,69.08,60.00794614049043,59,50,16,59,50,16,59,50,16
60,60,50,14,1.0,0.0031437817845584837,0.653823393435044,0.3302277842147413,961.0,500.0,669.02,148.2463476784504,216.0,1.0,66.9,58.415836893773935,60,50,14,60,50,14,60,50,14
61,61,50,11,1.0,0.0031437817845584837,0.6343356449375868,0.3337432060305821,961.0,500.0,658.08,148.2404587148866,216.0,1.0,64.96,58.20823309464049,61,50,11,61,50,11,61,50,11
62,62,50,13,1.0,0.0031437817845584837,0.6590383726306055,0.34985566051353995,961.0,500.0,663.28,150.58659170058934,216.0,1.0,68.76,57.49975999949913,62,50,13,62,50,13,62,50,13
63,63,50,18,1.0,0.0031437817845584837,0.6436430883032825,0.34754819395501896,961.0,500.0,654.44,149.28364411414935,216.0,1.0,69.18,60.163340997654046,63,50,18,63,50,18,63,50,18
64,64,50,14,1.0,0.0031437817845584837,0.6256902450300508,0.36018445330094884,996.0,500.0,677.24,147.84485922750238,216.0,1.0,65.3,60.5974421902443,64,50,14,64,50,14,64,50,14
65,65,50,16,1.0,0.0031437817845584837,0.6797189089227923,0.33734308010208797,996.0,500.0,688.32,157.89014408759022,216.0,1.0,71.24,61.453904676594796,65,50,16,65,50,16,65,50,16
66,66,50,14,1.0,0.0031437817845584837,0.6497216828478963,0.34846498350789284,996.0,500.0,670.58,159.19460920521146,216.0,1.0,68.28,60.03233795214042,66,50,14,66,50,14,66,50,14
67,67,50,11,1.0,0.0025889967637540453,0.6270846047156727,0.35895144523515793,996.0,500.0,676.8,167.75350965031998,216.0,1.0,68.78,61.577687517476654,67,50,11,67,50,11,67,50,11
68,68,50,9,1.0,0.0025889967637540453,0.6563975959315765,0.3463638641680558,996.0,500.0,678.8,159.21834065207437,216.0,1.0,70.8,60.10856844078055,68,50,9,68,50,9,68,50,9
69,69,50,11,1.0,0.0025889967637540453,0.6436671289875174,0.3369875234513802,996.0,500.0,674.46,153.05818632141177,216.0,1.0,64.14,55.80251248823838,69,50,11,69,50,11,69,50,11
70,70,50,11,1.0,0.0025889967637540453,0.6157521960240406,0.35791704158393156,996.0,500.0,667.06,154.98689105856664,216.0,1.0,60.92,56.27107249733204,70,50,11,70,50,11,70,50,11
71,71,50,19,1.0,0.0025889967637540453,0.653305594082293,0.3473298153578518,996.0,500.0,673.02,153.74934016118573,216.0,1.0,64.02,57.86933211987158,71,50,19,71,50,19,71,50,19
72,72,50,17,1.0,0.0025889967637540453,0.6242145168747111,0.35469080937536207,996.0,500.0,679.06,160.43496003053698,216.0,1.0,62.26,59.493801357788534,72,50,17,72,50,17,72,50,17
73,73,50,10,1.0,0.0025889967637540453,0.638159963014332,0.34808726529796424,996.0,500.0,687.26,165.1821794262323,216.0,1.0,63.86,58.909425391867465,73,50,10,73,50,10,73,50,10
74,74,50,15,1.0,0.0025889967637540453,0.6665353675450764,0.34365295822469155,996.0,500.0,686.34,159.79444420880222,216.0,1.0,65.86,58.70332528911799,74,50,15,74,50,15,74,50,15
75,75,50,11,1.0,0.0025889967637540453,0.6583005085529358,0.32902595567469195,996.0,500.0,670.8,166.29407686384985,204.0,1.0,65.46,56.44509190354817,75,50,11,75,50,11,75,50,11
76,76,50,17,1.0,0.0025889967637540453,0.6944429033749424,0.3266878209327161,996.0,500.0,681.88,167.33925301614084,204.0,1.0,69.66,58.23318984908864,76,50,17,76,50,17,76,50,17
77,77,50,10,1.0,0.0025889967637540453,0.6620822931114193,0.356970734322752,996.0,500.0,679.68,166.98699829627455,204.0,1.0,69.9,61.415714601394974,77,50,10,77,50,10,77,50,10
78,78,50,9,1.0,0.0025889967637540453,0.6771410078594545,0.34091234575370494,996.0,500.0,696.0,167.74039465793564,204.0,1.0,69.32,60.789617534575754,78,50,9,78,50,9,78,50,9
79,79,50,10,1.0,0.0025889967637540453,0.6602681460933888,0.3604930587060476,996.0,500.0,701.22,163.28751207609233,204.0,1.0,66.62,60.86867503075782,79,50,10,79,50,10,79,50,10
80,80,50,11,1.0,0.0025889967637540453,0.6641239019879798,0.35120049162750333,996.0,500.0,685.48,161.036423209161,204.0,1.0,67.76,60.160638294486205,80,50,11,80,50,11,80,50,11
81,81,50,11,1.0,0.0025889967637540453,0.6873083680073973,0.340384593112121,996.0,500.0,693.96,157.30899020717158,204.0,1.0,68.28,59.58222553748726,81,50,11,81,50,11,81,50,11
82,82,50,14,1.0,0.0025889967637540453,0.6677965788257052,0.342709456287433,996.0,500.0,681.54,164.94838101660773,204.0,1.0,68.68,59.94445428894987,82,50,14,82,50,14,82,50,14
83,83,50,15,1.0,0.0025889967637540453,0.6767286176606564,0.3342915979147881,996.0,500.0,684.84,157.81385997433813,204.0,1.0,68.52,59.3236006998901,83,50,15,83,50,15,83,50,15
84,84,50,7,1.0,0.0025889967637540453,0.7003624595469254,0.32022893262725843,996.0,500.0,680.06,155.73071758648,204.0,1.0,69.7,58.100688464079326,84,50,7,84,50,7,84,50,7
85,85,50,15,1.0,0.0025889967637540453,0.6453092926490984,0.33970234849195746,996.0,500.0,686.66,157.17908385023753,204.0,1.0,63.96,58.47699034663122,85,50,15,85,50,15,85,50,15
86,86,50,16,1.0,0.0025889967637540453,0.6727563569116967,0.32438074057816185,996.0,500.0,701.38,161.8557246438939,180.0,1.0,57.58,45.96263264870715,86,50,16,86,50,16,86,50,16
87,87,50,13,1.0,0.0025889967637540453,0.6326472491909385,0.3401346271840109,996.0,500.0,693.8,158.86875086057674,180.0,1.0,54.56,45.68288957585761,87,50,13,87,50,13,87,50,13
88,88,50,10,1.0,0.0031437817845584837,0.6673342579750348,0.32508864284287764,996.0,500.0,691.24,153.2405377176679,180.0,1.0,59.4,47.19830505431313,88,50,10,88,50,10,88,50,10
89,89,50,10,1.0,0.0031437817845584837,0.6461562644475266,0.33620642934118666,996.0,500.0,699.64,157.68649403167032,180.0,1.0,58.26,49.59024500846916,89,50,10,89,50,10,89,50,10
90,90,50,10,1.0,0.0031437817845584837,0.6187424872861765,0.3492205698599179,996.0,500.0,710.48,154.98041682741726,180.0,1.0,55.18,50.05464613799602,90,50,10,90,50,10,90,50,10
91,91,50,13,1.0,0.0031437817845584837,0.6235043920480813,0.34104239638252914,996.0,500.0,689.88,151.7104663495568,180.0,1.0,55.12,47.86883746238256,91,50,13,91,50,13,91,50,13
92,92,50,12,1.0,0.0031437817845584837,0.6290134073046694,0.356979261168924,996.0,500.0,698.08,149.99851199261946,180.0,1.0,56.8,49.353014092353064,92,50,12,92,50,12,92,50,12
93,93,50,7,1.0,0.0031437817845584837,0.6479241793804902,0.3428195812203215,996.0,500.0,704.3,157.61678210139934,180.0,1.0,59.34,51.668795224971134,93,50,7,93,50,7,93,50,7
94,94,50,13,1.0,0.0031437817845584837,0.6520351363846509,0.33971131022418727,996.0,500.0,706.24,159.11663143744593,180.0,1.0,59.06,51.21500170848381,94,50,13,94,50,13,94,50,13
95,95,50,13,1.0,0.0031437817845584837,0.61526213592233,0.3799971314377441,996.0,500.0,712.86,151.3462269103528,180.0,1.0,59.22,55.913250665651695,95,50,13,95,50,13,95,50,13
96,96,50,3,1.0,0.0031437817845584837,0.6255460009246417,0.3732859527632219,996.0,500.0,710.0,155.68802137608404,180.0,1.0,59.68,55.00015999976728,96,50,3,96,50,3,96,50,3
97,97,50,6,1.0,0.0031437817845584837,0.6472991215903838,0.3528495499857995,996.0,500.0,704.92,162.1439903295833,180.0,1.0,60.72,53.91847178843258,97,50,6,97,50,6,97,50,6
98,98,50,7,1.0,0.0031437817845584837,0.6312085067036523,0.3511951324948454,996.0,500.0,705.88,169.96183571613952,180.0,1.0,59.46,54.380588448452805,98,50,7,98,50,7,98,50,7
99,99,50,12,1.0,0.0031437817845584837,0.6747332408691632,0.34449826374398945,996.0,500.0,729.88,159.44837910747162,180.0,1.0,62.0,54.05959674285408,99,50,12,99,50,12,99,50,12
100,100,50,9,1.0,0.0031437817845584837,0.6187147480351364,0.33747228980225213,996.0,500.0,720.54,148.0658245511097,180.0,1.0,52.04,48.61849853707949,100,50,9,100,50,9,100,50,9
