,generation,nevals,new_hof,coverage_max,coverage_min,coverage_mean,coverage_std,altitude_max,altitude_min,altitude_mean,altitude_std,costs_max,costs_min,costs_mean,costs_std,coverage_gen,coverage_nevals,coverage_new_hof,altitude_gen,altitude_nevals,altitude_new_hof,costs_gen,costs_nevals,costs_new_hof
0,0,50,33,1.0,0.009986130374479889,0.6523143781784557,0.34144549941169766,993.0,513.0,760.64,144.81170670909174,286.0,1.0,75.4,64.50519358935372,0,50,33,0,50,33,0,50,33
1,1,50,25,1.0,0.8042533518261673,0.9623707813222375,0.057568049634043154,993.0,513.0,799.7,124.09774373452565,308.0,42.0,134.7,68.36292855049439,1,50,25,1,50,25,1,50,25
2,2,50,12,1.0,0.8042533518261673,0.955617198335645,0.06005839329490767,993.0,513.0,757.76,138.95158293448836,276.0,42.0,112.1,54.20820971033816,2,50,12,2,50,12,2,50,12
3,3,50,17,1.0,0.8042533518261673,0.9385779010633378,0.06357935052163895,993.0,513.0,746.28,147.09154156510837,276.0,42.0,95.16,47.697111023624906,3,50,17,3,50,17,3,50,17
4,4,50,21,1.0,0.8073046694405918,0.9372815533980584,0.06400807784174403,989.0,513.0,729.88,133.9000582524145,207.0,42.0,91.8,39.667114843406495,4,50,21,4,50,21,4,50,21
5,5,50,15,1.0,0.8073046694405918,0.9404623208506703,0.0641060893281429,989.0,513.0,722.44,135.6020884794921,207.0,42.0,91.72,41.58847917392508,5,50,15,5,50,15,5,50,15
6,6,50,19,1.0,0.8073046694405918,0.9458030513176144,0.061039150257264946,989.0,513.0,720.52,137.65801683883146,207.0,34.0,93.56,44.947596153743305,6,50,19,6,50,19,6,50,19
7,7,50,13,1.0,0.8073046694405918,0.9447341655108644,0.059122360431426435,989.0,513.0,723.94,138.86632565168563,207.0,34.0,90.66,41.695376242456426,7,50,13,7,50,13,7,50,13
8,8,50,16,1.0,0.8244105409153952,0.9409227924179379,0.06005345291179168,989.0,513.0,725.54,140.72884707834424,207.0,34.0,88.48,39.75436579798501,8,50,16,8,50,16,8,50,16
9,9,50,16,1.0,0.8067498844197873,0.9356560332871012,0.06403656857926969,989.0,513.0,739.64,141.76173813832844,207.0,34.0,83.8,38.94765718242883,9,50,16,9,50,16,9,50,16
