time,coverage_pct,avg_snr_dB,avg_thr_Mbps,avg_availability_pct,avg_FSPL_dB,avg_Pr_dBm,avg_Gt_dBi,avg_G_rx_dBi,avg_L_atm_dB,avg_L_rain_dB
2024-01-01T10:09:00.000Z,100.0,21.668703514351723,201.60497973114326,99.08102164301482,168.30880797889174,-63.320996529008454,29.693229901923438,35.0,0.1245979745228472,12.58082047751733
