time,coverage_pct,avg_snr_dB,avg_thr_Mbps,avg_availability_pct,avg_FSPL_dB,avg_Pr_dBm,avg_Gt_dBi,avg_G_rx_dBi,avg_L_atm_dB,avg_L_rain_dB
2024-01-01T06:20:00.000Z,100.0,21.966932907658673,204.12842241148533,99.10998580083024,168.21361632275472,-63.022767135701514,29.79241175277103,35.0,0.12312536393142462,12.478437201786388
